[1225, 1650]
[paragraph, [579.0, 27.0, 505.0, 18.0], shoonya_14sOI1SM3Z8RTW, 5726326]
[paragraph, [18.0, 842.0, 516.0, 18.0], shoonya_2sLKVAMZAL7Z1K, 5726326]
[paragraph, [575.0, 540.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 558.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 576.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 594.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 612.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 630.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 648.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 666.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 684.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 702.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 720.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 738.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 756.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 774.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 792.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 810.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 828.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 846.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 864.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 882.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 900.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 918.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 936.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 954.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 972.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 990.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 1008.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 1026.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 1044.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 1062.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [575.0, 1080.0, 510.0, 18.0], shoonya_3sZIKXIN9RO0HT, 5726326]
[paragraph, [1127.0, 607.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 625.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 643.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 661.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 679.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 697.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 715.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 733.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 751.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 769.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 787.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 805.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 823.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 841.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 859.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 877.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 895.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 913.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 931.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 949.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 967.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 985.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1003.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1021.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1039.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1057.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1075.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1093.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1111.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1129.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1147.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[paragraph, [1127.0, 1165.0, 506.0, 18.0], shoonya_4sGFW7CXC7INYW, 5726326]
[section-title, [25.0, 909.0, 182.0, 30.0], shoonya_16s7EYFDGXJGED, 5726326]
[paragraph, [19.0, 958.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 976.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 994.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1012.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1030.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1048.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1066.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1084.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1102.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1120.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1138.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1156.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
[paragraph, [19.0, 1174.0, 512.0, 18.0], shoonya_12sDL122KSZJUD, 5726326]
