[1261, 892]
[chapter-title, [405.0, 59.0, 175.0, 30.0], shoonya_4sBZ7QC1MSSF2Y, 5776734]
[paragraph, [177.0, 479.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 497.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 515.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 533.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 551.0, 632.0, 18.0], shoonya_0sRNOGD57A5W2P, 5776734]
[paragraph, [177.0, 575.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 593.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 611.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 629.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 647.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 665.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 683.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 701.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 719.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 737.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 755.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 773.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 791.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 809.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 827.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 845.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 863.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 881.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 899.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 917.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 935.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 953.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 971.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 989.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 1007.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 1025.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 1043.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 1061.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
[paragraph, [177.0, 1079.0, 633.0, 18.0], shoonya_1sQ65GVT6EA6B7, 5776734]
