[1461, 1106]
[section-title, [109.0, 124.0, 852.0, 30.0], shoonya_7s30CPFY60L1DG, 5759507]
[paragraph, [328.0, 929.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 947.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 965.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 983.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1001.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1019.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1037.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1055.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1073.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1091.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1109.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1127.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1145.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1163.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [328.0, 1181.0, 435.0, 18.0], shoonya_4sBSS363WU8AHH, 5759507]
[paragraph, [116.0, 1225.0, 857.0, 18.0], shoonya_3sJFGR07NJ4O8V, 5759507]
[paragraph, [116.0, 1243.0, 857.0, 18.0], shoonya_3sJFGR07NJ4O8V, 5759507]
[paragraph, [116.0, 1261.0, 857.0, 18.0], shoonya_3sJFGR07NJ4O8V, 5759507]
[paragraph, [116.0, 1279.0, 857.0, 18.0], shoonya_3sJFGR07NJ4O8V, 5759507]
[paragraph, [116.0, 1297.0, 857.0, 18.0], shoonya_3sJFGR07NJ4O8V, 5759507]
[folio, [753.0, 1338.0, 164.0, 18.0], Zo0W6iYXzT, 5759507]
[folio, [753.0, 1356.0, 164.0, 18.0], Zo0W6iYXzT, 5759507]
