[3509, 2480]
[paragraph, [420.0, 291.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 1656.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 1708.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 1761.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 1813.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 1866.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 1918.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 1971.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2023.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2076.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2128.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2181.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2233.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2286.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2338.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2391.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2443.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2496.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2548.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2601.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2653.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2706.0, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [420.0, 2758.5, 1836.0, 52.5], shoonya_0sQPJYQPP1ZP03, 5723805]
[paragraph, [415.0, 2885.0, 1847.0, 52.5], 9x-dF4yw2K, 5723805]
[paragraph, [415.0, 2937.5, 1847.0, 52.5], 9x-dF4yw2K, 5723805]
[paragraph, [415.0, 2990.0, 1847.0, 52.5], 9x-dF4yw2K, 5723805]
[paragraph, [415.0, 3042.5, 1847.0, 52.5], 9x-dF4yw2K, 5723805]
[paragraph, [415.0, 3095.0, 1847.0, 52.5], 9x-dF4yw2K, 5723805]
[paragraph, [415.0, 3147.5, 1847.0, 52.5], 9x-dF4yw2K, 5723805]
[paragraph, [415.0, 3200.0, 1847.0, 52.5], 9x-dF4yw2K, 5723805]
