[1818, 1374]
[folio, [603.0, 107.0, 147.0, 36.0], MJ7veg8Naz, 5682733]
[paragraph, [105.0, 1373.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1409.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1445.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1481.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1517.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1553.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1589.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1625.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [105.0, 1661.0, 570.0, 36.0], 7znn2xGF0M, 5682733]
[paragraph, [697.0, 1626.0, 566.0, 36.0], _n4epXFRpd, 5682733]
[paragraph, [697.0, 1662.0, 566.0, 36.0], _n4epXFRpd, 5682733]
