[1725, 1313]
[paragraph, [122.0, 140.0, 526.0, 36.0], shoonya_3s9PHSB28PQFOY, 5771755]
[paragraph, [662.0, 1055.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [662.0, 1091.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [662.0, 1127.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [662.0, 1163.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [662.0, 1199.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [662.0, 1235.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [662.0, 1271.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [662.0, 1307.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [662.0, 1343.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [662.0, 1379.0, 527.0, 36.0], shoonya_1sV4J23HCWHGVC, 5771755]
[paragraph, [115.0, 1419.0, 543.0, 36.0], zgZHYDrGCB, 5771755]
[paragraph, [115.0, 1455.0, 543.0, 36.0], zgZHYDrGCB, 5771755]
[paragraph, [663.0, 1425.0, 525.0, 36.0], shoonya_4sKJ6B03WBDF0Y, 5771755]
[paragraph, [663.0, 1461.0, 525.0, 36.0], shoonya_4sKJ6B03WBDF0Y, 5771755]
[paragraph, [663.0, 1497.0, 525.0, 36.0], shoonya_4sKJ6B03WBDF0Y, 5771755]
[ordered-list, [114.0, 1492.0, 541.0, 36.0], shoonya_8sBK55Z4P49CZN, 5771755]
[folio, [587.0, 1574.0, 137.0, 36.0], 7nRj66Giqh, 5771755]
[folio, [70.0, 1662.0, 324.0, 36.0], 9LdYOZdicK, 5771755]
