[2339, 1654]
[folio, [1314.0, 70.0, 227.0, 36.0], 8kIsxRMgL4, 5750528]
[paragraph, [109.0, 1324.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1360.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1396.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1432.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1468.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1504.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1540.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1576.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1612.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1648.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1684.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1720.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1756.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1792.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1828.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [109.0, 1864.0, 1423.0, 36.0], shoonya_0sSGV8QL04BKG0, 5750528]
[paragraph, [253.0, 1937.0, 864.0, 36.0], shoonya_1sLHUDZVDKSH24, 5750528]
[reference, [976.0, 2015.0, 401.0, 36.0], shoonya_2sKAI0MAGSI9LB, 5750528]
[paragraph, [105.0, 2074.0, 1432.0, 36.0], XT1mSQcLFq, 5750528]
[paragraph, [105.0, 2110.0, 1432.0, 36.0], XT1mSQcLFq, 5750528]
[paragraph, [105.0, 2146.0, 1432.0, 36.0], XT1mSQcLFq, 5750528]
[paragraph, [105.0, 2182.0, 1432.0, 36.0], XT1mSQcLFq, 5750528]
[paragraph, [105.0, 2218.0, 1432.0, 36.0], XT1mSQcLFq, 5750528]
