[864, 612]
[paragraph, [75.0, 67.0, 452.0, 18.0], InIpe1v57Z, 5717818]
[ordered-list, [54.0, 419.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 437.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 455.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 473.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 491.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 509.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 527.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 545.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 563.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 581.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 599.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 617.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 635.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 653.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 671.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 689.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 707.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 725.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 743.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[ordered-list, [54.0, 761.0, 506.0, 18.0], shoonya_0sK8QW237W0Z01, 5717818]
[sub-ordered-list, [55.0, 500.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 518.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 536.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 554.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 572.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 590.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 608.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 626.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 644.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 662.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 680.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 698.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 716.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 734.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 752.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[sub-ordered-list, [55.0, 770.0, 492.0, 18.0], 7XFDySu-KA, 5717818]
[subsub-ordered-list, [111.0, 626.0, 422.0, 18.0], WwpJnBIwOL, 5717818]
[subsub-ordered-list, [111.0, 644.0, 422.0, 18.0], WwpJnBIwOL, 5717818]
[subsub-ordered-list, [111.0, 662.0, 422.0, 18.0], WwpJnBIwOL, 5717818]
[subsub-ordered-list, [111.0, 680.0, 422.0, 18.0], WwpJnBIwOL, 5717818]
[subsub-ordered-list, [111.0, 698.0, 422.0, 18.0], WwpJnBIwOL, 5717818]
[subsub-ordered-list, [111.0, 716.0, 422.0, 18.0], WwpJnBIwOL, 5717818]
[subsub-ordered-list, [111.0, 734.0, 422.0, 18.0], WwpJnBIwOL, 5717818]
[subsub-ordered-list, [111.0, 752.0, 422.0, 18.0], WwpJnBIwOL, 5717818]
