[2339, 1653]
[folio, [1147.0, 332.0, 251.0, 36.0], RmJWFBREZO, 5736182]
[paragraph, [235.0, 944.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 980.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1016.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1052.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1088.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1124.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1160.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1196.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1232.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1268.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1304.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1340.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1376.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1412.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1448.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1484.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1520.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1556.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1592.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1628.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1664.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1700.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1736.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1772.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1808.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [235.0, 1844.0, 581.0, 36.0], shoonya_1sU9O0EUT8XD1Y, 5736182]
[paragraph, [836.0, 1233.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1269.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1305.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1341.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1377.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1413.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1449.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1485.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1521.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1557.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1593.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1629.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1665.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1701.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1737.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1773.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1809.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1845.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [836.0, 1881.0, 579.0, 36.0], shoonya_2sMSOP87SZC9RX, 5736182]
[paragraph, [273.0, 1898.0, 544.0, 36.0], shoonya_4s0JSGQCTRBWWW, 5736182]
