[2428, 1814]
[section-title, [558.0, 112.0, 611.0, 52.5], shoonya_5sRU1VF6HP2AMM, 5694480]
[ordered-list, [751.0, 996.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1032.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1068.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1104.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1140.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1176.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1212.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1248.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1284.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1320.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1356.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1392.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [751.0, 1428.0, 835.0, 36.0], shoonya_2sCKL54ENIDHYU, 5694480]
[ordered-list, [113.0, 389.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 425.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 461.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 497.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 533.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 569.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 605.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 641.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 677.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 713.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 749.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 785.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 821.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 857.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 893.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 929.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 965.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1001.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1037.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1073.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1109.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1145.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1181.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1217.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1253.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1289.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1325.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1361.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1397.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1433.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1469.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1505.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1541.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1577.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1613.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1649.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1685.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1721.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1757.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1793.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1829.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1865.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1901.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1937.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 1973.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 2009.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 2045.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 2081.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 2117.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 2153.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 2189.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [113.0, 2225.0, 590.0, 36.0], shoonya_1sWBQ2ACIYGB89, 5694480]
[ordered-list, [752.0, 1476.0, 491.0, 36.0], -agiDK3E_b, 5694480]
[ordered-list, [752.0, 1512.0, 491.0, 36.0], -agiDK3E_b, 5694480]
[ordered-list, [752.0, 1548.0, 491.0, 36.0], -agiDK3E_b, 5694480]
