[872, 605]
[folio, [453.0, 30.0, 101.0, 18.0], hUDaUWdcic, 6457453]
[reference, [305.0, 771.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 789.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[reference, [305.0, 807.0, 252.0, 18.0], M-oAVyClBd, 6457453]
[paragraph, [65.0, 631.0, 236.0, 18.0], EFpa0sqLn1, 6457453]
[paragraph, [51.0, 646.0, 249.0, 18.0], JqbBs5RF9M, 6457453]
[paragraph, [51.0, 664.0, 249.0, 18.0], JqbBs5RF9M, 6457453]
[paragraph, [51.0, 682.0, 249.0, 18.0], JqbBs5RF9M, 6457453]
[paragraph, [51.0, 700.0, 249.0, 18.0], JqbBs5RF9M, 6457453]
[paragraph, [51.0, 718.0, 249.0, 18.0], JqbBs5RF9M, 6457453]
[reference, [51.0, 741.0, 250.0, 18.0], xIdWq11BAV, 6457453]
[reference, [51.0, 759.0, 250.0, 18.0], xIdWq11BAV, 6457453]
[reference, [51.0, 777.0, 250.0, 18.0], xIdWq11BAV, 6457453]
[reference, [51.0, 795.0, 250.0, 18.0], xIdWq11BAV, 6457453]
[reference, [51.0, 813.0, 250.0, 18.0], xIdWq11BAV, 6457453]
