[2339, 1656]
[paragraph, [821.0, 68.0, 719.0, 36.0], shoonya_2sZ6M3VK7703GV, 5750220]
[paragraph, [102.0, 380.0, 691.0, 36.0], shoonya_3s2KOMTKCXRVV7, 5750220]
[paragraph, [102.0, 416.0, 691.0, 36.0], shoonya_3s2KOMTKCXRVV7, 5750220]
[paragraph, [102.0, 452.0, 691.0, 36.0], shoonya_3s2KOMTKCXRVV7, 5750220]
[paragraph, [102.0, 488.0, 691.0, 36.0], shoonya_3s2KOMTKCXRVV7, 5750220]
[paragraph, [102.0, 524.0, 691.0, 36.0], shoonya_3s2KOMTKCXRVV7, 5750220]
[paragraph, [102.0, 560.0, 691.0, 36.0], shoonya_3s2KOMTKCXRVV7, 5750220]
[paragraph, [102.0, 596.0, 691.0, 36.0], shoonya_3s2KOMTKCXRVV7, 5750220]
[paragraph, [130.0, 662.0, 438.0, 36.0], 63DC401K40, 5750220]
[paragraph, [130.0, 698.0, 438.0, 36.0], 63DC401K40, 5750220]
[paragraph, [130.0, 734.0, 438.0, 36.0], 63DC401K40, 5750220]
[paragraph, [130.0, 770.0, 438.0, 36.0], 63DC401K40, 5750220]
[paragraph, [115.0, 815.0, 691.0, 36.0], Y6Sf2R2emV, 5750220]
[paragraph, [115.0, 851.0, 691.0, 36.0], Y6Sf2R2emV, 5750220]
[paragraph, [115.0, 887.0, 691.0, 36.0], Y6Sf2R2emV, 5750220]
[paragraph, [122.0, 973.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1009.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1045.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1081.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1117.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1153.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1189.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1225.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1261.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1297.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1333.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1369.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1405.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1441.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1477.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [122.0, 1513.0, 687.0, 36.0], shoonya_1s0LO6FEITR254, 5750220]
[paragraph, [130.0, 1545.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1581.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1617.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1653.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1689.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1725.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1761.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1797.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1833.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1869.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1905.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1941.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 1977.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
[paragraph, [130.0, 2013.0, 684.0, 36.0], shoonya_0s2DENOUKQT1KM, 5750220]
