[1736, 1323]
[paragraph, [656.0, 140.0, 549.0, 36.0], 6FsxUvbb44, 5771578]
[unordered-list, [656.0, 832.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 868.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 904.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 940.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 976.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 1012.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 1048.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 1084.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 1120.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 1156.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 1192.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 1228.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[unordered-list, [656.0, 1264.0, 549.0, 36.0], VwfJiUIq5K, 5771578]
[paragraph, [135.0, 944.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 980.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1016.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1052.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1088.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1124.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1160.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1196.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1232.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1268.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1304.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1340.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1376.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1412.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1448.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1484.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[paragraph, [135.0, 1520.0, 509.0, 36.0], C8I2ClF00o, 5771578]
[unordered-list, [668.0, 1357.0, 537.0, 36.0], 4Y8KITB3ln, 5771578]
[unordered-list, [668.0, 1393.0, 537.0, 36.0], 4Y8KITB3ln, 5771578]
[unordered-list, [668.0, 1429.0, 537.0, 36.0], 4Y8KITB3ln, 5771578]
[unordered-list, [668.0, 1465.0, 537.0, 36.0], 4Y8KITB3ln, 5771578]
[unordered-list, [668.0, 1501.0, 537.0, 36.0], 4Y8KITB3ln, 5771578]
[folio, [572.0, 1575.0, 173.0, 36.0], O1Le_qSYvO, 5771578]
[folio, [71.0, 1689.0, 185.0, 36.0], 5aTQaFKUFZ, 5771578]
