[872, 605]
[chapter-title, [257.0, 40.0, 85.0, 30.0], shoonya_0sZKQHU44QK9MN, 6457119]
[paragraph, [306.0, 449.0, 243.0, 18.0], _8fYAvpA95, 6457119]
[paragraph, [306.0, 467.0, 243.0, 18.0], _8fYAvpA95, 6457119]
[paragraph, [306.0, 485.0, 243.0, 18.0], _8fYAvpA95, 6457119]
[paragraph, [306.0, 503.0, 243.0, 18.0], _8fYAvpA95, 6457119]
[paragraph, [306.0, 521.0, 243.0, 18.0], _8fYAvpA95, 6457119]
[paragraph, [306.0, 539.0, 243.0, 18.0], _8fYAvpA95, 6457119]
[paragraph, [305.0, 566.0, 244.0, 18.0], VbLgKcOOLr, 6457119]
[paragraph, [305.0, 584.0, 244.0, 18.0], VbLgKcOOLr, 6457119]
[paragraph, [305.0, 602.0, 244.0, 18.0], VbLgKcOOLr, 6457119]
[paragraph, [305.0, 620.0, 244.0, 18.0], VbLgKcOOLr, 6457119]
[paragraph, [53.0, 663.0, 230.0, 18.0], 33UV6Q7LuL, 6457119]
[paragraph, [303.0, 667.0, 250.0, 18.0], MsPmRc0ybP, 6457119]
[paragraph, [305.0, 687.0, 247.0, 18.0], 4p3q8_1ABN, 6457119]
[paragraph, [305.0, 705.0, 247.0, 18.0], 4p3q8_1ABN, 6457119]
[paragraph, [305.0, 723.0, 247.0, 18.0], 4p3q8_1ABN, 6457119]
[paragraph, [305.0, 741.0, 247.0, 18.0], 4p3q8_1ABN, 6457119]
[paragraph, [305.0, 759.0, 247.0, 18.0], 4p3q8_1ABN, 6457119]
[paragraph, [305.0, 777.0, 247.0, 18.0], 4p3q8_1ABN, 6457119]
[paragraph, [54.0, 701.0, 247.0, 18.0], FgxAF55Wek, 6457119]
[paragraph, [54.0, 719.0, 247.0, 18.0], FgxAF55Wek, 6457119]
[reference, [55.0, 743.0, 245.0, 18.0], yLRMgH2zQP, 6457119]
[reference, [55.0, 761.0, 245.0, 18.0], yLRMgH2zQP, 6457119]
[reference, [55.0, 779.0, 245.0, 18.0], yLRMgH2zQP, 6457119]
[reference, [55.0, 797.0, 245.0, 18.0], yLRMgH2zQP, 6457119]
[reference, [309.0, 810.0, 245.0, 18.0], zoiAEUZQ0I, 6457119]
