[872, 605]
[section-title, [261.0, 32.0, 88.0, 30.0], qqzsHqdwpO, 6457543]
[paragraph, [43.0, 653.0, 260.0, 18.0], 8TjNOAyUYu, 6457543]
[paragraph, [43.0, 671.0, 260.0, 18.0], 8TjNOAyUYu, 6457543]
[reference, [307.0, 671.0, 260.0, 18.0], YYkRqN38nv, 6457543]
[reference, [307.0, 689.0, 260.0, 18.0], YYkRqN38nv, 6457543]
[reference, [307.0, 707.0, 260.0, 18.0], YYkRqN38nv, 6457543]
[reference, [307.0, 725.0, 260.0, 18.0], YYkRqN38nv, 6457543]
[reference, [307.0, 743.0, 260.0, 18.0], YYkRqN38nv, 6457543]
[reference, [307.0, 761.0, 260.0, 18.0], YYkRqN38nv, 6457543]
[reference, [307.0, 779.0, 260.0, 18.0], YYkRqN38nv, 6457543]
[reference, [307.0, 797.0, 260.0, 18.0], YYkRqN38nv, 6457543]
[reference, [307.0, 815.0, 260.0, 18.0], YYkRqN38nv, 6457543]
[reference, [44.0, 693.0, 260.0, 18.0], cNMd4dQkx1, 6457543]
[reference, [44.0, 711.0, 260.0, 18.0], cNMd4dQkx1, 6457543]
[reference, [44.0, 729.0, 260.0, 18.0], cNMd4dQkx1, 6457543]
[reference, [44.0, 747.0, 260.0, 18.0], cNMd4dQkx1, 6457543]
[reference, [44.0, 765.0, 260.0, 18.0], cNMd4dQkx1, 6457543]
[reference, [44.0, 783.0, 260.0, 18.0], cNMd4dQkx1, 6457543]
[reference, [44.0, 801.0, 260.0, 18.0], cNMd4dQkx1, 6457543]
