[1388, 886]
[folio, [622.0, 64.0, 227.0, 18.0], shoonya_1sHV8DUPOWRXJO, 5742472]
[paragraph, [450.0, 668.0, 393.0, 18.0], EMJX5TtY4L, 5742472]
[paragraph, [450.0, 686.0, 393.0, 18.0], EMJX5TtY4L, 5742472]
[paragraph, [450.0, 704.0, 393.0, 18.0], EMJX5TtY4L, 5742472]
[paragraph, [450.0, 722.0, 393.0, 18.0], EMJX5TtY4L, 5742472]
[paragraph, [450.0, 740.0, 393.0, 18.0], EMJX5TtY4L, 5742472]
[paragraph, [444.0, 776.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 794.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 812.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 830.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 848.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 866.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 884.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 902.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 920.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 938.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 956.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 974.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 992.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1010.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1028.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1046.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1064.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1082.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1100.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1118.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1136.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1154.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1172.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1190.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1208.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1226.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1244.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1262.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[paragraph, [444.0, 1280.0, 408.0, 18.0], AHHpVbBRyR, 5742472]
[quote, [76.0, 1096.0, 318.0, 18.0], 8IWcROz0LI, 5742472]
[quote, [76.0, 1114.0, 318.0, 18.0], 8IWcROz0LI, 5742472]
[quote, [76.0, 1132.0, 318.0, 18.0], 8IWcROz0LI, 5742472]
[quote, [76.0, 1150.0, 318.0, 18.0], 8IWcROz0LI, 5742472]
[paragraph, [28.0, 1177.0, 396.0, 18.0], TdSOuKH_d_, 5742472]
[paragraph, [28.0, 1195.0, 396.0, 18.0], TdSOuKH_d_, 5742472]
[paragraph, [28.0, 1213.0, 396.0, 18.0], TdSOuKH_d_, 5742472]
[paragraph, [28.0, 1231.0, 396.0, 18.0], TdSOuKH_d_, 5742472]
[paragraph, [28.0, 1249.0, 396.0, 18.0], TdSOuKH_d_, 5742472]
[paragraph, [28.0, 1267.0, 396.0, 18.0], TdSOuKH_d_, 5742472]
[paragraph, [28.0, 1285.0, 396.0, 18.0], TdSOuKH_d_, 5742472]
[paragraph, [28.0, 1303.0, 396.0, 18.0], TdSOuKH_d_, 5742472]
[footnote, [562.0, 1351.0, 275.0, 18.0], shoonya_2sTFNRYGQ5X5ZN, 5742472]
