[1372, 849]
[section-title, [345.0, 70.0, 158.0, 30.0], NxxIBbnUHb, 5710085]
[paragraph, [71.0, 485.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 503.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 521.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 539.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 557.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 575.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 593.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 611.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 629.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 647.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 665.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 683.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 701.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 719.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 737.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 755.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 773.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 791.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 809.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 827.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 845.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 863.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 881.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 899.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 917.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 935.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 953.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 971.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 989.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 1007.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 1025.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 1043.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 1061.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 1079.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [71.0, 1097.0, 706.0, 18.0], shoonya_3sZH4QB5AD8CKO, 5710085]
[paragraph, [72.0, 1129.0, 705.0, 18.0], shoonya_1sNMB8GQBQ8B9G, 5710085]
[paragraph, [72.0, 1147.0, 705.0, 18.0], shoonya_1sNMB8GQBQ8B9G, 5710085]
[paragraph, [72.0, 1165.0, 705.0, 18.0], shoonya_1sNMB8GQBQ8B9G, 5710085]
[paragraph, [72.0, 1183.0, 705.0, 18.0], shoonya_1sNMB8GQBQ8B9G, 5710085]
[paragraph, [72.0, 1201.0, 705.0, 18.0], shoonya_1sNMB8GQBQ8B9G, 5710085]
[paragraph, [72.0, 1219.0, 705.0, 18.0], shoonya_1sNMB8GQBQ8B9G, 5710085]
[paragraph, [72.0, 1237.0, 705.0, 18.0], shoonya_1sNMB8GQBQ8B9G, 5710085]
[paragraph, [72.0, 1255.0, 705.0, 18.0], shoonya_1sNMB8GQBQ8B9G, 5710085]
[paragraph, [72.0, 1273.0, 705.0, 18.0], shoonya_1sNMB8GQBQ8B9G, 5710085]
