[1823, 1375]
[dateline, [99.0, 90.0, 230.0, 64.5], MSE-M1jfy9, 5683949]
[paragraph, [105.0, 600.0, 575.0, 36.0], gGYGz1mUiD, 5683949]
[paragraph, [105.0, 636.0, 575.0, 36.0], gGYGz1mUiD, 5683949]
[paragraph, [105.0, 672.0, 575.0, 36.0], gGYGz1mUiD, 5683949]
[ordered-list, [111.0, 727.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 763.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 799.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 835.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 871.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 907.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 943.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 979.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1015.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1051.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1087.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1123.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1159.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1195.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1231.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1267.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1303.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1339.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1375.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1411.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1447.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1483.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1519.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1555.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1591.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1627.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1663.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[ordered-list, [111.0, 1699.0, 571.0, 36.0], shoonya_0sIUF9LDYLGQ8V, 5683949]
[paragraph, [694.0, 1251.0, 575.0, 36.0], shoonya_1sIBIEFVPR30LV, 5683949]
[paragraph, [694.0, 1287.0, 575.0, 36.0], shoonya_1sIBIEFVPR30LV, 5683949]
[paragraph, [694.0, 1323.0, 575.0, 36.0], shoonya_1sIBIEFVPR30LV, 5683949]
[paragraph, [694.0, 1359.0, 575.0, 36.0], shoonya_1sIBIEFVPR30LV, 5683949]
[paragraph, [694.0, 1395.0, 575.0, 36.0], shoonya_1sIBIEFVPR30LV, 5683949]
[paragraph, [698.0, 1446.0, 571.0, 36.0], shoonya_4sKUB6A7YUT03Z, 5683949]
[paragraph, [698.0, 1482.0, 571.0, 36.0], shoonya_4sKUB6A7YUT03Z, 5683949]
[paragraph, [698.0, 1518.0, 571.0, 36.0], shoonya_4sKUB6A7YUT03Z, 5683949]
[paragraph, [698.0, 1554.0, 571.0, 36.0], shoonya_4sKUB6A7YUT03Z, 5683949]
[paragraph, [698.0, 1590.0, 571.0, 36.0], shoonya_4sKUB6A7YUT03Z, 5683949]
[paragraph, [698.0, 1626.0, 571.0, 36.0], shoonya_4sKUB6A7YUT03Z, 5683949]
[paragraph, [698.0, 1662.0, 571.0, 36.0], shoonya_4sKUB6A7YUT03Z, 5683949]
