[2339, 1656]
[paragraph, [109.0, 105.0, 729.0, 36.0], shoonya_2s8EY186YW2ERZ, 5749677]
[paragraph, [867.0, 648.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 684.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 720.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 756.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 792.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 828.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 864.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 900.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 936.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 972.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1008.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1044.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1080.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1116.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1152.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1188.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1224.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1260.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1296.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1332.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1368.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1404.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1440.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1476.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1512.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1548.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1584.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1620.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1656.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1692.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1728.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1764.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1800.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[paragraph, [867.0, 1836.0, 711.0, 36.0], shoonya_1sVDSQVYXXWEIO, 5749677]
[footnote, [873.0, 1969.0, 715.0, 36.0], 6gO20J_y96, 5749677]
[footnote, [873.0, 2005.0, 715.0, 36.0], 6gO20J_y96, 5749677]
[footnote, [873.0, 2041.0, 715.0, 36.0], 6gO20J_y96, 5749677]
[footnote, [873.0, 2077.0, 715.0, 36.0], 6gO20J_y96, 5749677]
