[2230, 1631]
[paragraph, [858.0, 155.0, 738.0, 36.0], shoonya_4sA13ETX4NEOLT, 5654790]
[paragraph, [862.0, 889.0, 742.0, 36.0], shoonya_1sS740TJHGVLT5, 5654790]
[paragraph, [862.0, 925.0, 742.0, 36.0], shoonya_1sS740TJHGVLT5, 5654790]
[paragraph, [862.0, 961.0, 742.0, 36.0], shoonya_1sS740TJHGVLT5, 5654790]
[paragraph, [862.0, 997.0, 742.0, 36.0], shoonya_1sS740TJHGVLT5, 5654790]
[paragraph, [862.0, 1033.0, 742.0, 36.0], shoonya_1sS740TJHGVLT5, 5654790]
[paragraph, [862.0, 1069.0, 742.0, 36.0], shoonya_1sS740TJHGVLT5, 5654790]
[paragraph, [100.0, 1099.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1135.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1171.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1207.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1243.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1279.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1315.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1351.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1387.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1423.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1459.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1495.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1531.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1567.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1603.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1639.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1675.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [100.0, 1711.0, 742.0, 36.0], shoonya_2sCBJIULUBNN52, 5654790]
[paragraph, [845.0, 1111.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1147.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1183.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1219.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1255.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1291.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1327.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1363.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1399.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1435.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1471.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1507.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1543.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1579.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1615.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1651.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1687.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1723.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1759.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1795.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [845.0, 1831.0, 766.0, 36.0], shoonya_3s59H8SI47T5T0, 5654790]
[paragraph, [58.0, 1743.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 1779.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 1815.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 1851.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 1887.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 1923.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 1959.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 1995.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 2031.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 2067.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [58.0, 2103.0, 773.0, 36.0], shoonya_5s8TXE413EHIBO, 5654790]
[paragraph, [856.0, 1901.0, 741.0, 36.0], shoonya_7sPENOLQDZGW1Q, 5654790]
[paragraph, [856.0, 1937.0, 741.0, 36.0], shoonya_7sPENOLQDZGW1Q, 5654790]
[author, [1370.0, 2032.0, 232.0, 36.0], VanWB93HvY, 5654790]
[author, [1370.0, 2068.0, 232.0, 36.0], VanWB93HvY, 5654790]
[folio, [740.0, 2154.0, 181.0, 36.0], shoonya_9sL31DNCNV4ISA, 5654790]
