[2339, 1653]
[folio, [235.0, 328.0, 328.0, 36.0], -X_3NFDh0r, 5735402]
[paragraph, [837.0, 853.0, 579.0, 36.0], shoonya_2s17B3J2KBWW2E, 5735402]
[paragraph, [837.0, 889.0, 579.0, 36.0], shoonya_2s17B3J2KBWW2E, 5735402]
[paragraph, [837.0, 925.0, 579.0, 36.0], shoonya_2s17B3J2KBWW2E, 5735402]
[paragraph, [837.0, 961.0, 579.0, 36.0], shoonya_2s17B3J2KBWW2E, 5735402]
[paragraph, [837.0, 997.0, 579.0, 36.0], shoonya_2s17B3J2KBWW2E, 5735402]
[paragraph, [837.0, 1033.0, 579.0, 36.0], shoonya_2s17B3J2KBWW2E, 5735402]
[paragraph, [237.0, 748.0, 556.0, 36.0], shoonya_12sEHDX3ZGHNGN, 5735402]
[paragraph, [236.0, 790.0, 580.0, 36.0], shoonya_1s4KXB6ACWFQZY, 5735402]
[paragraph, [236.0, 826.0, 580.0, 36.0], shoonya_1s4KXB6ACWFQZY, 5735402]
[paragraph, [236.0, 862.0, 580.0, 36.0], shoonya_1s4KXB6ACWFQZY, 5735402]
[paragraph, [236.0, 898.0, 580.0, 36.0], shoonya_1s4KXB6ACWFQZY, 5735402]
[paragraph, [236.0, 934.0, 580.0, 36.0], shoonya_1s4KXB6ACWFQZY, 5735402]
[paragraph, [236.0, 970.0, 580.0, 36.0], shoonya_1s4KXB6ACWFQZY, 5735402]
[paragraph, [236.0, 1006.0, 580.0, 36.0], shoonya_1s4KXB6ACWFQZY, 5735402]
[paragraph, [236.0, 1042.0, 580.0, 36.0], shoonya_1s4KXB6ACWFQZY, 5735402]
[paragraph, [236.0, 1078.0, 580.0, 36.0], shoonya_1s4KXB6ACWFQZY, 5735402]
[paragraph, [837.0, 1102.0, 575.0, 36.0], shoonya_7s2J8Q4F0ALMNW, 5735402]
[paragraph, [837.0, 1138.0, 575.0, 36.0], shoonya_7s2J8Q4F0ALMNW, 5735402]
[paragraph, [837.0, 1174.0, 575.0, 36.0], shoonya_7s2J8Q4F0ALMNW, 5735402]
[paragraph, [837.0, 1210.0, 575.0, 36.0], shoonya_7s2J8Q4F0ALMNW, 5735402]
[paragraph, [234.0, 1143.0, 583.0, 36.0], shoonya_6sS44CKNU5V9KP, 5735402]
[paragraph, [234.0, 1179.0, 583.0, 36.0], shoonya_6sS44CKNU5V9KP, 5735402]
[paragraph, [234.0, 1215.0, 583.0, 36.0], shoonya_6sS44CKNU5V9KP, 5735402]
[paragraph, [234.0, 1251.0, 583.0, 36.0], shoonya_6sS44CKNU5V9KP, 5735402]
[paragraph, [234.0, 1287.0, 583.0, 36.0], shoonya_6sS44CKNU5V9KP, 5735402]
[paragraph, [234.0, 1323.0, 583.0, 36.0], shoonya_6sS44CKNU5V9KP, 5735402]
[paragraph, [234.0, 1359.0, 583.0, 36.0], shoonya_6sS44CKNU5V9KP, 5735402]
[paragraph, [838.0, 1278.0, 576.0, 36.0], shoonya_5sF6CRI3UCL0QA, 5735402]
[paragraph, [838.0, 1314.0, 576.0, 36.0], shoonya_5sF6CRI3UCL0QA, 5735402]
[paragraph, [838.0, 1350.0, 576.0, 36.0], shoonya_5sF6CRI3UCL0QA, 5735402]
[paragraph, [838.0, 1386.0, 576.0, 36.0], shoonya_5sF6CRI3UCL0QA, 5735402]
[paragraph, [838.0, 1422.0, 576.0, 36.0], shoonya_5sF6CRI3UCL0QA, 5735402]
[paragraph, [838.0, 1458.0, 576.0, 36.0], shoonya_5sF6CRI3UCL0QA, 5735402]
[paragraph, [838.0, 1494.0, 576.0, 36.0], shoonya_5sF6CRI3UCL0QA, 5735402]
[paragraph, [838.0, 1530.0, 576.0, 36.0], shoonya_5sF6CRI3UCL0QA, 5735402]
[paragraph, [237.0, 1411.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1447.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1483.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1519.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1555.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1591.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1627.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1663.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1699.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1735.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1771.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1807.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1843.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [237.0, 1879.0, 578.0, 36.0], shoonya_0sGQFL2441PCWP, 5735402]
[paragraph, [837.0, 1588.0, 579.0, 36.0], shoonya_3sPBAN9EZ4NIKH, 5735402]
[paragraph, [837.0, 1624.0, 579.0, 36.0], shoonya_3sPBAN9EZ4NIKH, 5735402]
[paragraph, [837.0, 1660.0, 579.0, 36.0], shoonya_3sPBAN9EZ4NIKH, 5735402]
[paragraph, [837.0, 1696.0, 579.0, 36.0], shoonya_3sPBAN9EZ4NIKH, 5735402]
[paragraph, [837.0, 1732.0, 579.0, 36.0], shoonya_3sPBAN9EZ4NIKH, 5735402]
[paragraph, [837.0, 1768.0, 579.0, 36.0], shoonya_3sPBAN9EZ4NIKH, 5735402]
[paragraph, [837.0, 1804.0, 579.0, 36.0], shoonya_3sPBAN9EZ4NIKH, 5735402]
[paragraph, [837.0, 1840.0, 579.0, 36.0], shoonya_3sPBAN9EZ4NIKH, 5735402]
[author, [1233.0, 1904.0, 181.0, 36.0], shoonya_11sN4K20X1ST3J, 5735402]
[folio, [1184.0, 1964.0, 228.0, 36.0], shoonya_13sQUL8EI7YI7Z, 5735402]
