[1388, 886]
[folio, [363.0, 65.0, 185.0, 18.0], shoonya_0sVH9ZLPVJUJW6, 5742528]
[paragraph, [444.0, 503.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 521.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 539.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 557.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 575.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 593.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 611.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 629.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 647.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 665.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 683.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 701.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 719.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 737.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 755.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 773.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 791.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 809.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 827.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 845.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 863.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 881.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 899.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 917.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 935.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 953.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 971.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 989.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1007.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1025.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1043.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1061.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1079.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1097.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1115.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1133.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1151.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1169.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1187.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1205.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1223.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1241.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1259.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1277.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [444.0, 1295.0, 407.0, 18.0], ixKiM3pQje, 5742528]
[paragraph, [28.0, 937.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 955.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 973.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 991.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1009.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1027.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1045.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1063.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1081.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1099.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1117.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1135.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1153.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1171.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1189.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1207.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1225.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1243.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1261.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1279.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[paragraph, [28.0, 1297.0, 400.0, 18.0], L5uqbxeQ-C, 5742528]
[footnote, [564.0, 1351.0, 295.0, 18.0], ANJqReH0ao, 5742528]
