[2067, 1567]
[folio, [1042.0, 191.0, 326.0, 36.0], jMruw_md5T, 5735538]
[paragraph, [189.0, 1314.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
[paragraph, [189.0, 1350.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
[paragraph, [189.0, 1386.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
[paragraph, [189.0, 1422.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
[paragraph, [189.0, 1458.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
[paragraph, [189.0, 1494.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
[paragraph, [189.0, 1530.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
[paragraph, [189.0, 1566.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
[paragraph, [189.0, 1602.0, 584.0, 36.0], shoonya_9sCWQZEBHJN3QZ, 5735538]
[paragraph, [792.0, 1363.0, 578.0, 36.0], shoonya_5sS3CY2GB0LI59, 5735538]
[paragraph, [792.0, 1399.0, 578.0, 36.0], shoonya_5sS3CY2GB0LI59, 5735538]
[paragraph, [792.0, 1435.0, 578.0, 36.0], shoonya_5sS3CY2GB0LI59, 5735538]
[paragraph, [792.0, 1471.0, 578.0, 36.0], shoonya_5sS3CY2GB0LI59, 5735538]
[paragraph, [792.0, 1507.0, 578.0, 36.0], shoonya_5sS3CY2GB0LI59, 5735538]
[paragraph, [792.0, 1543.0, 578.0, 36.0], shoonya_5sS3CY2GB0LI59, 5735538]
[author, [1110.0, 1580.0, 260.0, 36.0], shoonya_14sG218HW616XN, 5735538]
[paragraph, [191.0, 1673.0, 589.0, 36.0], shoonya_13sSHZLZ0FWWKR, 5735538]
[paragraph, [191.0, 1709.0, 589.0, 36.0], shoonya_13sSHZLZ0FWWKR, 5735538]
[paragraph, [191.0, 1745.0, 589.0, 36.0], shoonya_13sSHZLZ0FWWKR, 5735538]
[paragraph, [792.0, 1673.0, 582.0, 36.0], shoonya_10sYDNVDV34FFC, 5735538]
[paragraph, [792.0, 1709.0, 582.0, 36.0], shoonya_10sYDNVDV34FFC, 5735538]
[folio, [191.0, 1822.0, 232.0, 36.0], PwRRzh91-5, 5735538]
