[2094, 1567]
[author, [38.0, 11.0, 424.0, 36.0], shoonya_12sCPJ1Y0KNCYA, 5712601]
[paragraph, [758.0, 1527.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1563.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1599.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1635.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1671.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1707.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1743.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1779.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1815.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1851.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1887.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [758.0, 1923.0, 710.0, 36.0], shoonya_10sQBCIO1XNXW4, 5712601]
[paragraph, [13.0, 1612.0, 731.0, 36.0], Q1Jx5f1Hky, 5712601]
[paragraph, [13.0, 1648.0, 731.0, 36.0], Q1Jx5f1Hky, 5712601]
[paragraph, [13.0, 1684.0, 731.0, 36.0], Q1Jx5f1Hky, 5712601]
[paragraph, [13.0, 1720.0, 731.0, 36.0], Q1Jx5f1Hky, 5712601]
[paragraph, [13.0, 1756.0, 731.0, 36.0], Q1Jx5f1Hky, 5712601]
[paragraph, [13.0, 1792.0, 731.0, 36.0], Q1Jx5f1Hky, 5712601]
[paragraph, [13.0, 1828.0, 731.0, 36.0], Q1Jx5f1Hky, 5712601]
[paragraph, [13.0, 1864.0, 731.0, 36.0], Q1Jx5f1Hky, 5712601]
[paragraph, [13.0, 1900.0, 731.0, 36.0], Q1Jx5f1Hky, 5712601]
[paragraph, [26.0, 1956.0, 718.0, 36.0], shoonya_6s5KR6SE12LKK8, 5712601]
[paragraph, [26.0, 1992.0, 718.0, 36.0], shoonya_6s5KR6SE12LKK8, 5712601]
[author, [1329.0, 1971.0, 138.0, 36.0], shoonya_8sT53Y2V4MVR79, 5712601]
