[2650, 2048]
[headline, [88.0, 117.0, 570.0, 52.5], shoonya_7sAZCMFRBTPI14, 6473888]
[paragraph, [77.0, 1993.5, 927.0, 46.5], shoonya_5sYTQU1L6X24O9, 6473888]
[paragraph, [77.0, 2040.0, 927.0, 46.5], shoonya_5sYTQU1L6X24O9, 6473888]
[paragraph, [77.0, 2086.5, 927.0, 46.5], shoonya_5sYTQU1L6X24O9, 6473888]
[paragraph, [77.0, 2133.0, 927.0, 46.5], shoonya_5sYTQU1L6X24O9, 6473888]
[paragraph, [77.0, 2179.5, 927.0, 46.5], shoonya_5sYTQU1L6X24O9, 6473888]
[paragraph, [76.0, 2264.0, 937.0, 46.5], shoonya_6sS0WPRL2K6P71, 6473888]
[paragraph, [76.0, 2310.5, 937.0, 46.5], shoonya_6sS0WPRL2K6P71, 6473888]
[paragraph, [76.0, 2357.0, 937.0, 46.5], shoonya_6sS0WPRL2K6P71, 6473888]
[paragraph, [76.0, 2403.5, 937.0, 46.5], shoonya_6sS0WPRL2K6P71, 6473888]
[paragraph, [76.0, 2450.0, 937.0, 46.5], shoonya_6sS0WPRL2K6P71, 6473888]
[figure-caption, [1257.0, 2540.0, 514.0, 46.5], shoonya_10sUCPEPQFP070, 6473888]
