[1372, 849]
[section-title, [234.0, 125.0, 385.0, 30.0], j12koWhRI8, 5710442]
[paragraph, [57.0, 873.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 891.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 909.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 927.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 945.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 963.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 981.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 999.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1017.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1035.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1053.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1071.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1089.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1107.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1125.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1143.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1161.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1179.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1197.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1215.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1233.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1251.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1269.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
[paragraph, [57.0, 1287.0, 738.0, 18.0], shoonya_0sCYIMF4DEBI1H, 5710442]
