[1372, 849]
[section-title, [347.0, 69.0, 143.0, 30.0], shoonya_1sRAWT5PFE1HUP, 5709771]
[paragraph, [54.0, 1026.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1044.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1062.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1080.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1098.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1116.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1134.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1152.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1170.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1188.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1206.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1224.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1242.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1260.0, 737.0, 18.0], rNCWGto_1t, 5709771]
[paragraph, [54.0, 1278.0, 737.0, 18.0], rNCWGto_1t, 5709771]
