[872, 605]
[section-title, [258.0, 33.0, 86.0, 30.0], COlChH3o5M, 6456734]
[paragraph, [38.0, 415.0, 233.0, 18.0], 6_YXuvCB_U, 6456734]
[paragraph, [305.0, 421.0, 247.0, 18.0], KcSVkLHm0R, 6456734]
[paragraph, [305.0, 439.0, 247.0, 18.0], KcSVkLHm0R, 6456734]
[paragraph, [38.0, 435.0, 262.0, 18.0], k2fOl76Vzv, 6456734]
[paragraph, [38.0, 453.0, 262.0, 18.0], k2fOl76Vzv, 6456734]
[paragraph, [303.0, 456.0, 251.0, 18.0], H75WUAKmc2, 6456734]
[paragraph, [303.0, 474.0, 251.0, 18.0], H75WUAKmc2, 6456734]
[paragraph, [37.0, 470.0, 250.0, 18.0], vqs11LzYBf, 6456734]
[paragraph, [37.0, 488.0, 250.0, 18.0], vqs11LzYBf, 6456734]
[paragraph, [305.0, 493.0, 248.0, 18.0], LPSwn0oAID, 6456734]
[paragraph, [305.0, 511.0, 248.0, 18.0], LPSwn0oAID, 6456734]
[paragraph, [40.0, 507.0, 216.0, 18.0], q43DpVh7MD, 6456734]
[paragraph, [37.0, 525.0, 263.0, 18.0], dA6bK540Bi, 6456734]
[paragraph, [37.0, 543.0, 263.0, 18.0], dA6bK540Bi, 6456734]
[paragraph, [37.0, 561.0, 263.0, 18.0], dA6bK540Bi, 6456734]
[paragraph, [37.0, 579.0, 263.0, 18.0], dA6bK540Bi, 6456734]
[paragraph, [37.0, 597.0, 263.0, 18.0], dA6bK540Bi, 6456734]
[paragraph, [37.0, 615.0, 263.0, 18.0], dA6bK540Bi, 6456734]
[paragraph, [37.0, 633.0, 263.0, 18.0], dA6bK540Bi, 6456734]
[paragraph, [37.0, 651.0, 263.0, 18.0], dA6bK540Bi, 6456734]
[paragraph, [37.0, 669.0, 263.0, 18.0], dA6bK540Bi, 6456734]
[paragraph, [300.0, 529.0, 241.0, 18.0], LdyrV5Htbw, 6456734]
[paragraph, [303.0, 554.0, 261.0, 18.0], MJT7zf4d5W, 6456734]
[paragraph, [303.0, 572.0, 261.0, 18.0], MJT7zf4d5W, 6456734]
[paragraph, [303.0, 590.0, 261.0, 18.0], MJT7zf4d5W, 6456734]
[paragraph, [303.0, 608.0, 261.0, 18.0], MJT7zf4d5W, 6456734]
[paragraph, [306.0, 628.0, 124.0, 18.0], 0vZMfgntRA, 6456734]
[paragraph, [318.0, 649.0, 234.0, 18.0], EvhzopzRbm, 6456734]
[ordered-list, [306.0, 678.0, 259.0, 18.0], Wlpig6A9Jy, 6456734]
[ordered-list, [306.0, 696.0, 259.0, 18.0], Wlpig6A9Jy, 6456734]
[ordered-list, [306.0, 714.0, 259.0, 18.0], Wlpig6A9Jy, 6456734]
[ordered-list, [306.0, 732.0, 259.0, 18.0], Wlpig6A9Jy, 6456734]
[ordered-list, [306.0, 750.0, 259.0, 18.0], Wlpig6A9Jy, 6456734]
[ordered-list, [306.0, 768.0, 259.0, 18.0], Wlpig6A9Jy, 6456734]
[ordered-list, [306.0, 786.0, 259.0, 18.0], Wlpig6A9Jy, 6456734]
[ordered-list, [306.0, 804.0, 259.0, 18.0], Wlpig6A9Jy, 6456734]
[ordered-list, [38.0, 690.0, 262.0, 18.0], VVxs1T8wRU, 6456734]
[ordered-list, [38.0, 708.0, 262.0, 18.0], VVxs1T8wRU, 6456734]
[ordered-list, [38.0, 726.0, 262.0, 18.0], VVxs1T8wRU, 6456734]
[ordered-list, [38.0, 744.0, 262.0, 18.0], VVxs1T8wRU, 6456734]
[ordered-list, [38.0, 762.0, 262.0, 18.0], VVxs1T8wRU, 6456734]
[ordered-list, [38.0, 780.0, 262.0, 18.0], VVxs1T8wRU, 6456734]
[ordered-list, [38.0, 798.0, 262.0, 18.0], VVxs1T8wRU, 6456734]
[ordered-list, [38.0, 816.0, 262.0, 18.0], VVxs1T8wRU, 6456734]
