[1625, 1211]
[section-title, [112.0, 140.0, 207.0, 49.5], p3VivcDStU, 5742365]
[paragraph, [71.0, 1060.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1096.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1132.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1168.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1204.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1240.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1276.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1312.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1348.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1384.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [71.0, 1420.0, 334.0, 36.0], shoonya_2sO7AXR9VYSC03, 5742365]
[paragraph, [431.0, 938.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [431.0, 974.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [431.0, 1010.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [431.0, 1046.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [431.0, 1082.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [431.0, 1118.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [431.0, 1154.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [431.0, 1190.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [431.0, 1226.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [431.0, 1262.0, 339.0, 36.0], D0RTDq_VhB, 5742365]
[paragraph, [783.0, 978.0, 346.0, 36.0], shoonya_5sPBOSIYSRAIWK, 5742365]
[paragraph, [783.0, 1014.0, 346.0, 36.0], shoonya_5sPBOSIYSRAIWK, 5742365]
[paragraph, [783.0, 1050.0, 346.0, 36.0], shoonya_5sPBOSIYSRAIWK, 5742365]
[paragraph, [783.0, 1086.0, 346.0, 36.0], shoonya_5sPBOSIYSRAIWK, 5742365]
[paragraph, [783.0, 1122.0, 346.0, 36.0], shoonya_5sPBOSIYSRAIWK, 5742365]
[paragraph, [783.0, 1158.0, 346.0, 36.0], shoonya_5sPBOSIYSRAIWK, 5742365]
[paragraph, [783.0, 1194.0, 346.0, 36.0], shoonya_5sPBOSIYSRAIWK, 5742365]
[paragraph, [783.0, 1230.0, 346.0, 36.0], shoonya_5sPBOSIYSRAIWK, 5742365]
[paragraph, [786.0, 1298.0, 335.0, 36.0], shoonya_3sWKYN08SI15XF, 5742365]
[paragraph, [786.0, 1334.0, 335.0, 36.0], shoonya_3sWKYN08SI15XF, 5742365]
[paragraph, [786.0, 1370.0, 335.0, 36.0], shoonya_3sWKYN08SI15XF, 5742365]
[paragraph, [786.0, 1406.0, 335.0, 36.0], shoonya_3sWKYN08SI15XF, 5742365]
[paragraph, [425.0, 1329.0, 336.0, 36.0], RZm6bOJo7P, 5742365]
[paragraph, [425.0, 1365.0, 336.0, 36.0], RZm6bOJo7P, 5742365]
[paragraph, [425.0, 1401.0, 336.0, 36.0], RZm6bOJo7P, 5742365]
[folio, [421.0, 1476.0, 103.0, 36.0], aSpLi2209W, 5742365]
[folio, [794.0, 1479.0, 116.0, 36.0], GL2HVCNH5x, 5742365]
[footnote, [756.0, 1571.0, 378.0, 36.0], vysW2vgPAa, 5742365]
