[1320, 1176]
[chapter-title, [212.0, 188.0, 705.0, 30.0], lNvqfJRbXd, 5694445]
[paragraph, [75.0, 819.0, 329.0, 18.0], shoonya_10s6FEO2Y7LOIN, 5694445]
[paragraph, [75.0, 837.0, 329.0, 18.0], shoonya_10s6FEO2Y7LOIN, 5694445]
[paragraph, [75.0, 855.0, 329.0, 18.0], shoonya_10s6FEO2Y7LOIN, 5694445]
[paragraph, [75.0, 873.0, 329.0, 18.0], shoonya_10s6FEO2Y7LOIN, 5694445]
[paragraph, [75.0, 905.0, 329.0, 18.0], shoonya_7sPABJ8HPQZGPH, 5694445]
[paragraph, [75.0, 923.0, 329.0, 18.0], shoonya_7sPABJ8HPQZGPH, 5694445]
[paragraph, [75.0, 941.0, 329.0, 18.0], shoonya_7sPABJ8HPQZGPH, 5694445]
[paragraph, [75.0, 959.0, 329.0, 18.0], shoonya_7sPABJ8HPQZGPH, 5694445]
[paragraph, [74.0, 987.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1005.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1023.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1041.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1059.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1077.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1095.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1113.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1131.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1149.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1167.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1185.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1203.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
[paragraph, [74.0, 1221.0, 332.0, 18.0], shoonya_0sDZRCMQUEGG5G, 5694445]
