[1337, 839]
[folio, [359.0, 72.0, 128.0, 18.0], shoonya_2sFGKH2J8Z54V3, 5770762]
[paragraph, [423.0, 684.0, 337.0, 18.0], 1VftHFwPnM, 5770762]
[paragraph, [423.0, 702.0, 337.0, 18.0], 1VftHFwPnM, 5770762]
[paragraph, [423.0, 720.0, 337.0, 18.0], 1VftHFwPnM, 5770762]
[paragraph, [423.0, 738.0, 337.0, 18.0], 1VftHFwPnM, 5770762]
[paragraph, [423.0, 759.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 777.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 795.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 813.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 831.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 849.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 867.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 885.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 903.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 921.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 939.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 957.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 975.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 993.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1011.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1029.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1047.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1065.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1083.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1101.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1119.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1137.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1155.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1173.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1191.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1209.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1227.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [423.0, 1245.0, 341.0, 18.0], 2B_XKy2c4_, 5770762]
[paragraph, [73.0, 1201.0, 344.0, 18.0], shoonya_1s8MS6IC5VDMAF, 5770762]
[paragraph, [73.0, 1219.0, 344.0, 18.0], shoonya_1s8MS6IC5VDMAF, 5770762]
[paragraph, [73.0, 1237.0, 344.0, 18.0], shoonya_1s8MS6IC5VDMAF, 5770762]
