[2339, 1653]
[folio, [204.0, 365.0, 272.0, 36.0], 8njaZVWF1D, 5736183]
[paragraph, [836.0, 979.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1015.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1051.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1087.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1123.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1159.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1195.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1231.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1267.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1303.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [836.0, 1339.0, 612.0, 36.0], shoonya_2sGBHL800ORYDY, 5736183]
[paragraph, [837.0, 1407.0, 608.0, 36.0], shoonya_4sJFAYQM23BY3R, 5736183]
[paragraph, [837.0, 1443.0, 608.0, 36.0], shoonya_4sJFAYQM23BY3R, 5736183]
[paragraph, [837.0, 1479.0, 608.0, 36.0], shoonya_4sJFAYQM23BY3R, 5736183]
[paragraph, [837.0, 1515.0, 608.0, 36.0], shoonya_4sJFAYQM23BY3R, 5736183]
[paragraph, [837.0, 1551.0, 608.0, 36.0], shoonya_4sJFAYQM23BY3R, 5736183]
[paragraph, [203.0, 1460.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1496.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1532.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1568.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1604.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1640.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1676.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1712.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1748.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1784.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1820.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[paragraph, [203.0, 1856.0, 613.0, 36.0], shoonya_0sPIEU1Z12L62U, 5736183]
[author, [1277.0, 1597.0, 172.0, 36.0], shoonya_7sC8S21F6BIMFR, 5736183]
[paragraph, [837.0, 1833.0, 612.0, 36.0], shoonya_10sICLTLRNYBCY, 5736183]
[paragraph, [837.0, 1869.0, 612.0, 36.0], shoonya_10sICLTLRNYBCY, 5736183]
[paragraph, [837.0, 1905.0, 612.0, 36.0], shoonya_10sICLTLRNYBCY, 5736183]
[paragraph, [837.0, 1941.0, 612.0, 36.0], shoonya_10sICLTLRNYBCY, 5736183]
[paragraph, [837.0, 1977.0, 612.0, 36.0], shoonya_10sICLTLRNYBCY, 5736183]
[paragraph, [837.0, 2013.0, 612.0, 36.0], shoonya_10sICLTLRNYBCY, 5736183]
[paragraph, [204.0, 1922.0, 612.0, 36.0], shoonya_6s1Y6TWCFOZ5E9, 5736183]
[paragraph, [204.0, 1958.0, 612.0, 36.0], shoonya_6s1Y6TWCFOZ5E9, 5736183]
[paragraph, [204.0, 1994.0, 612.0, 36.0], shoonya_6s1Y6TWCFOZ5E9, 5736183]
[folio, [1205.0, 2078.0, 241.0, 36.0], shoonya_12s47P45LYQJSZ, 5736183]
