[1565, 1152]
[paragraph, [415.0, 598.0, 302.0, 36.0], shoonya_6sPB343Z5TO0EJ, 5712365]
[paragraph, [413.0, 1352.0, 311.0, 36.0], shoonya_9s8QK2LPVUWNDK, 5712365]
[paragraph, [413.0, 1388.0, 311.0, 36.0], shoonya_9s8QK2LPVUWNDK, 5712365]
[paragraph, [731.0, 1042.0, 322.0, 36.0], shoonya_7sRITNPADIIGFA, 5712365]
[paragraph, [731.0, 1078.0, 322.0, 36.0], shoonya_7sRITNPADIIGFA, 5712365]
[paragraph, [731.0, 1114.0, 322.0, 36.0], shoonya_7sRITNPADIIGFA, 5712365]
[paragraph, [731.0, 1150.0, 322.0, 36.0], shoonya_7sRITNPADIIGFA, 5712365]
[paragraph, [731.0, 1186.0, 322.0, 36.0], shoonya_7sRITNPADIIGFA, 5712365]
[paragraph, [731.0, 1222.0, 322.0, 36.0], shoonya_7sRITNPADIIGFA, 5712365]
[paragraph, [731.0, 1258.0, 322.0, 36.0], shoonya_7sRITNPADIIGFA, 5712365]
[paragraph, [731.0, 1294.0, 322.0, 36.0], shoonya_7sRITNPADIIGFA, 5712365]
[paragraph, [731.0, 1330.0, 322.0, 36.0], shoonya_7sRITNPADIIGFA, 5712365]
[paragraph, [116.0, 1121.0, 219.0, 36.0], shoonya_10sA0JBSSUP654, 5712365]
[paragraph, [116.0, 1157.0, 219.0, 36.0], shoonya_10sA0JBSSUP654, 5712365]
[paragraph, [113.0, 1206.0, 280.0, 36.0], shoonya_11sJK08QHK39D4, 5712365]
[paragraph, [113.0, 1242.0, 280.0, 36.0], shoonya_11sJK08QHK39D4, 5712365]
[paragraph, [113.0, 1278.0, 280.0, 36.0], shoonya_11sJK08QHK39D4, 5712365]
[paragraph, [113.0, 1314.0, 280.0, 36.0], shoonya_11sJK08QHK39D4, 5712365]
[paragraph, [113.0, 1350.0, 280.0, 36.0], shoonya_11sJK08QHK39D4, 5712365]
[paragraph, [740.0, 1365.0, 276.0, 36.0], dp7jlltRFU, 5712365]
[paragraph, [740.0, 1401.0, 276.0, 36.0], dp7jlltRFU, 5712365]
[folio, [896.0, 1447.0, 145.0, 36.0], 6nbsJDYXQn, 5712365]
