[1362, 835]
[folio, [103.0, 45.0, 114.0, 18.0], shoonya_4s2U4UN24T4Z9S, 5782334]
[ordered-list, [81.0, 1159.0, 678.0, 18.0], ks_3SH_2we, 5782334]
[ordered-list, [81.0, 1177.0, 678.0, 18.0], ks_3SH_2we, 5782334]
[ordered-list, [81.0, 1195.0, 678.0, 18.0], ks_3SH_2we, 5782334]
[sub-ordered-list, [86.0, 439.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 457.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 475.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 493.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 511.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 529.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 547.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 565.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 583.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 601.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 619.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 637.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 655.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 673.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 691.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 709.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 727.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 745.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 763.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 781.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 799.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 817.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 835.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 853.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 871.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 889.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 907.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 925.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 943.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 961.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 979.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 997.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1015.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1033.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1051.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1069.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1087.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1105.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1123.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1141.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1159.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1177.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[sub-ordered-list, [86.0, 1195.0, 674.0, 18.0], shoonya_1sGV5C2CIB17Z2, 5782334]
[subsub-ordered-list, [92.0, 1130.0, 666.0, 18.0], yBYHu93xUx, 5782334]
[subsub-ordered-list, [92.0, 1148.0, 666.0, 18.0], yBYHu93xUx, 5782334]
[subsub-ordered-list, [92.0, 1166.0, 666.0, 18.0], yBYHu93xUx, 5782334]
[subsub-ordered-list, [92.0, 1184.0, 666.0, 18.0], yBYHu93xUx, 5782334]
[subsub-ordered-list, [92.0, 1202.0, 666.0, 18.0], yBYHu93xUx, 5782334]
