[1806, 1262]
[folio, [162.0, 102.0, 506.0, 36.0], 9Dqhto3tRb, 5681733]
[paragraph, [100.0, 1064.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1100.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1136.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1172.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1208.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1244.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1280.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1316.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1352.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1388.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1424.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1460.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1496.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1532.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1568.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1604.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [100.0, 1640.0, 509.0, 36.0], shoonya_0sHYZ2R95XQJ6T, 5681733]
[paragraph, [657.0, 984.0, 506.0, 36.0], shoonya_1sWEIXRXPZ7CS6, 5681733]
[paragraph, [657.0, 1020.0, 506.0, 36.0], shoonya_1sWEIXRXPZ7CS6, 5681733]
[paragraph, [657.0, 1056.0, 506.0, 36.0], shoonya_1sWEIXRXPZ7CS6, 5681733]
[paragraph, [657.0, 1092.0, 506.0, 36.0], shoonya_1sWEIXRXPZ7CS6, 5681733]
[paragraph, [657.0, 1128.0, 506.0, 36.0], shoonya_1sWEIXRXPZ7CS6, 5681733]
[paragraph, [658.0, 1201.0, 505.0, 36.0], -kjIkjlA1e, 5681733]
[paragraph, [658.0, 1237.0, 505.0, 36.0], -kjIkjlA1e, 5681733]
[paragraph, [658.0, 1273.0, 505.0, 36.0], -kjIkjlA1e, 5681733]
[paragraph, [658.0, 1309.0, 505.0, 36.0], -kjIkjlA1e, 5681733]
[paragraph, [658.0, 1345.0, 505.0, 36.0], -kjIkjlA1e, 5681733]
[paragraph, [658.0, 1381.0, 505.0, 36.0], -kjIkjlA1e, 5681733]
[paragraph, [658.0, 1417.0, 505.0, 36.0], -kjIkjlA1e, 5681733]
[paragraph, [658.0, 1453.0, 505.0, 36.0], -kjIkjlA1e, 5681733]
[paragraph, [658.0, 1489.0, 505.0, 36.0], -kjIkjlA1e, 5681733]
[paragraph, [658.0, 1561.0, 503.0, 36.0], shoonya_4s657X6QGQVJZP, 5681733]
[paragraph, [658.0, 1597.0, 503.0, 36.0], shoonya_4s657X6QGQVJZP, 5681733]
[paragraph, [658.0, 1633.0, 503.0, 36.0], shoonya_4s657X6QGQVJZP, 5681733]
[paragraph, [658.0, 1669.0, 503.0, 36.0], shoonya_4s657X6QGQVJZP, 5681733]
