[1300, 827]
[paragraph, [105.0, 184.0, 625.0, 18.0], 1lDTr_hbCN, 5748545]
[ordered-list, [98.0, 1035.0, 636.0, 18.0], shoonya_1sG4VHN2T02S6L, 5748545]
[ordered-list, [98.0, 1053.0, 636.0, 18.0], shoonya_1sG4VHN2T02S6L, 5748545]
[ordered-list, [98.0, 1071.0, 636.0, 18.0], shoonya_1sG4VHN2T02S6L, 5748545]
[ordered-list, [98.0, 1089.0, 636.0, 18.0], shoonya_1sG4VHN2T02S6L, 5748545]
[ordered-list, [98.0, 1107.0, 636.0, 18.0], shoonya_1sG4VHN2T02S6L, 5748545]
[ordered-list, [98.0, 1125.0, 636.0, 18.0], shoonya_1sG4VHN2T02S6L, 5748545]
[ordered-list, [98.0, 1143.0, 636.0, 18.0], shoonya_1sG4VHN2T02S6L, 5748545]
[ordered-list, [98.0, 1161.0, 636.0, 18.0], shoonya_1sG4VHN2T02S6L, 5748545]
[ordered-list, [98.0, 1179.0, 636.0, 18.0], shoonya_1sG4VHN2T02S6L, 5748545]
[sub-ordered-list, [100.0, 1049.0, 624.0, 18.0], R6ckKaXwjG, 5748545]
[sub-ordered-list, [100.0, 1067.0, 624.0, 18.0], R6ckKaXwjG, 5748545]
[sub-ordered-list, [100.0, 1085.0, 624.0, 18.0], R6ckKaXwjG, 5748545]
[sub-ordered-list, [100.0, 1103.0, 624.0, 18.0], R6ckKaXwjG, 5748545]
[sub-ordered-list, [100.0, 1121.0, 624.0, 18.0], R6ckKaXwjG, 5748545]
[sub-ordered-list, [100.0, 1139.0, 624.0, 18.0], R6ckKaXwjG, 5748545]
[sub-ordered-list, [100.0, 1157.0, 624.0, 18.0], R6ckKaXwjG, 5748545]
[sub-ordered-list, [100.0, 1175.0, 624.0, 18.0], R6ckKaXwjG, 5748545]
[footnote, [511.0, 1258.0, 257.0, 18.0], EZj75917Bm, 5748545]
