[1736, 1323]
[headline, [251.0, 137.0, 835.0, 37.5], shoonya_8sQHCK3038DR9R, 5771840]
[paragraph, [663.0, 1204.0, 540.0, 36.0], shoonya_2sRLU4GYSTPEUM, 5771840]
[paragraph, [120.0, 1113.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1149.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1185.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1221.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1257.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1293.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1329.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1365.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1401.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1437.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1473.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[paragraph, [120.0, 1509.0, 536.0, 36.0], shoonya_0s866RABY8S8SJ, 5771840]
[sub-section-title, [665.0, 1237.0, 327.0, 36.0], BSJMAxm8BO, 5771840]
[unordered-list, [665.0, 1274.0, 537.0, 36.0], leiwuFvhGk, 5771840]
[unordered-list, [665.0, 1310.0, 537.0, 36.0], leiwuFvhGk, 5771840]
[unordered-list, [665.0, 1346.0, 537.0, 36.0], leiwuFvhGk, 5771840]
[unordered-list, [665.0, 1382.0, 537.0, 36.0], leiwuFvhGk, 5771840]
[unordered-list, [665.0, 1418.0, 537.0, 36.0], leiwuFvhGk, 5771840]
[unordered-list, [665.0, 1454.0, 537.0, 36.0], leiwuFvhGk, 5771840]
[unordered-list, [665.0, 1490.0, 537.0, 36.0], leiwuFvhGk, 5771840]
[folio, [580.0, 1574.0, 157.0, 36.0], 6Q7VSaP8Zy, 5771840]
