[1267, 753]
[folio, [292.0, 75.0, 146.0, 18.0], shoonya_2sZ6X9RS995ZK8, 5699638]
[paragraph, [73.0, 750.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 768.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 786.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 804.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 822.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 840.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 858.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 876.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 894.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 912.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 930.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 948.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 966.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 984.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1002.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1020.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1038.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1056.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1074.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1092.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1110.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1128.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1146.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1164.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
[paragraph, [73.0, 1182.0, 600.0, 18.0], shoonya_1sKBDKUEOGZNCL, 5699638]
