[1275, 750]
[folio, [315.0, 85.0, 117.0, 18.0], shoonya_2s7OEUX6JTOWCH, 5767076]
[paragraph, [62.0, 1020.0, 632.0, 18.0], shoonya_3sXG1JPTBKDSQU, 5767076]
[paragraph, [62.0, 1038.0, 632.0, 18.0], shoonya_3sXG1JPTBKDSQU, 5767076]
[paragraph, [62.0, 1056.0, 632.0, 18.0], shoonya_3sXG1JPTBKDSQU, 5767076]
[paragraph, [62.0, 1074.0, 632.0, 18.0], shoonya_3sXG1JPTBKDSQU, 5767076]
[paragraph, [62.0, 1092.0, 632.0, 18.0], shoonya_3sXG1JPTBKDSQU, 5767076]
[paragraph, [62.0, 1110.0, 632.0, 18.0], shoonya_3sXG1JPTBKDSQU, 5767076]
[paragraph, [62.0, 1128.0, 632.0, 18.0], shoonya_3sXG1JPTBKDSQU, 5767076]
[paragraph, [62.0, 1146.0, 632.0, 18.0], shoonya_3sXG1JPTBKDSQU, 5767076]
[folio, [181.0, 1162.0, 44.0, 18.0], shoonya_0sMS7QIKMDRIO7, 5767076]
[folio, [181.0, 1180.0, 44.0, 18.0], shoonya_0sMS7QIKMDRIO7, 5767076]
