[1044, 769]
[headline, [247.0, 71.0, 445.0, 25.5], shoonya_6sAN9CKIGXH926, 5722323]
[paragraph, [391.0, 925.0, 326.0, 18.0], shoonya_1sXH0GXZ5UHR3U, 5722323]
[paragraph, [391.0, 943.0, 326.0, 18.0], shoonya_1sXH0GXZ5UHR3U, 5722323]
[paragraph, [62.0, 450.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 468.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 486.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 504.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 522.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 540.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 558.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 576.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 594.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 612.0, 322.0, 18.0], shoonya_3s24Z8E0DUTMPH, 5722323]
[paragraph, [62.0, 648.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 666.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 684.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 702.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 720.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 738.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 756.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 774.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 792.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 810.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 828.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 846.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 864.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 882.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 900.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 918.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 936.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[paragraph, [62.0, 954.0, 323.0, 18.0], shoonya_0sM1KVXD4HP65T, 5722323]
[folio, [81.0, 973.0, 152.0, 18.0], PBJ40XIHPk, 5722323]
