[1372, 849]
[section-title, [354.0, 68.0, 143.0, 30.0], shoonya_2sYDTTKLIMP2H3, 5710259]
[paragraph, [60.0, 1031.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1049.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1067.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1085.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1103.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1121.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1139.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1157.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1175.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1193.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1211.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1229.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1247.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1265.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1283.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
[paragraph, [60.0, 1301.0, 733.0, 18.0], shoonya_0sP19C7XFO7J3O, 5710259]
