[1447, 1063]
[folio, [430.0, 45.0, 227.0, 18.0], 0kGdgAcK_Z, 5763225]
[paragraph, [530.0, 400.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 418.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 436.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 454.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 472.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 490.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 508.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 526.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 544.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 562.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 580.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 598.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 616.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 634.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 652.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 670.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 688.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 706.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 724.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 742.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [530.0, 760.0, 443.0, 18.0], shoonya_1s5KVNQSM7ICB0, 5763225]
[paragraph, [89.0, 486.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 504.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 522.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 540.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 558.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 576.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 594.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 612.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 630.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 648.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 666.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 684.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 702.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 720.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 738.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 756.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 774.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 792.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 810.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 828.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 846.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 864.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [89.0, 882.0, 439.0, 18.0], VLTRt1A9Ym, 5763225]
[paragraph, [529.0, 791.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 809.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 827.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 845.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 863.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 881.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 899.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 917.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 935.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 953.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 971.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 989.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 1007.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 1025.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 1043.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 1061.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [529.0, 1079.0, 443.0, 18.0], jMui0AbWdN, 5763225]
[paragraph, [87.0, 914.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 932.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 950.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 968.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 986.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1004.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1022.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1040.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1058.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1076.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1094.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1112.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1130.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1148.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1166.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1184.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1202.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1220.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1238.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1256.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1274.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1292.0, 439.0, 18.0], 8l1m32wWE2, 5763225]
[paragraph, [87.0, 1312.0, 436.0, 18.0], qyrE2CONEC, 5763225]
[paragraph, [87.0, 1330.0, 436.0, 18.0], qyrE2CONEC, 5763225]
