[1818, 1374]
[folio, [480.0, 116.0, 403.0, 36.0], CLKcu5UWMt, 5682084]
[paragraph, [698.0, 1170.0, 566.0, 36.0], bmjXfzzG6k, 5682084]
[paragraph, [155.0, 998.0, 497.0, 36.0], 0pl0zN3KvY, 5682084]
[paragraph, [116.0, 1040.0, 552.0, 36.0], FRo2_GBTLq, 5682084]
[paragraph, [116.0, 1076.0, 552.0, 36.0], FRo2_GBTLq, 5682084]
[paragraph, [114.0, 1124.0, 560.0, 36.0], w9UweD3djB, 5682084]
[paragraph, [114.0, 1160.0, 560.0, 36.0], w9UweD3djB, 5682084]
[paragraph, [114.0, 1196.0, 560.0, 36.0], w9UweD3djB, 5682084]
[paragraph, [114.0, 1232.0, 560.0, 36.0], w9UweD3djB, 5682084]
[paragraph, [114.0, 1268.0, 560.0, 36.0], w9UweD3djB, 5682084]
[paragraph, [697.0, 1209.0, 565.0, 36.0], dXVK2y7xUn, 5682084]
[paragraph, [697.0, 1245.0, 565.0, 36.0], dXVK2y7xUn, 5682084]
[paragraph, [697.0, 1281.0, 565.0, 36.0], dXVK2y7xUn, 5682084]
[paragraph, [699.0, 1335.0, 566.0, 36.0], 8n6QcHYlIB, 5682084]
[paragraph, [699.0, 1371.0, 566.0, 36.0], 8n6QcHYlIB, 5682084]
[paragraph, [699.0, 1407.0, 566.0, 36.0], 8n6QcHYlIB, 5682084]
[paragraph, [121.0, 1336.0, 553.0, 36.0], YE7TCmDWts, 5682084]
[paragraph, [121.0, 1372.0, 553.0, 36.0], YE7TCmDWts, 5682084]
[paragraph, [115.0, 1420.0, 564.0, 36.0], e-5TvcJvQN, 5682084]
[paragraph, [115.0, 1456.0, 564.0, 36.0], e-5TvcJvQN, 5682084]
[paragraph, [115.0, 1492.0, 564.0, 36.0], e-5TvcJvQN, 5682084]
[paragraph, [115.0, 1528.0, 564.0, 36.0], e-5TvcJvQN, 5682084]
[paragraph, [115.0, 1564.0, 564.0, 36.0], e-5TvcJvQN, 5682084]
[paragraph, [115.0, 1600.0, 564.0, 36.0], e-5TvcJvQN, 5682084]
[paragraph, [115.0, 1636.0, 564.0, 36.0], e-5TvcJvQN, 5682084]
[paragraph, [115.0, 1672.0, 564.0, 36.0], e-5TvcJvQN, 5682084]
[paragraph, [736.0, 1473.0, 420.0, 36.0], CWAavKRKPs, 5682084]
[paragraph, [717.0, 1533.0, 531.0, 36.0], Mi3qb48KoF, 5682084]
[paragraph, [717.0, 1569.0, 531.0, 36.0], Mi3qb48KoF, 5682084]
[paragraph, [717.0, 1605.0, 531.0, 36.0], Mi3qb48KoF, 5682084]
[paragraph, [717.0, 1641.0, 531.0, 36.0], Mi3qb48KoF, 5682084]
