[1275, 713]
[folio, [558.0, 40.0, 109.0, 18.0], i75sLZwqEQ, 5782019]
[subsub-ordered-list, [20.0, 405.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 423.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 441.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 459.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 477.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 495.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 513.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 531.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 549.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 567.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 585.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 603.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 621.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 639.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [20.0, 657.0, 653.0, 18.0], TMQn3ZZw7M, 5782019]
[subsub-ordered-list, [24.0, 729.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 747.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 765.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 783.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 801.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 819.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 837.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 855.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 873.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 891.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 909.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
[subsub-ordered-list, [24.0, 927.0, 643.0, 18.0], K4TRT3l_0y, 5782019]
