[792, 612]
[folio, [490.0, 33.0, 63.0, 18.0], qkfSh3IdxU, 6515823]
[paragraph, [391.0, 507.0, 163.0, 18.0], 258A1sbwJv, 6515823]
[paragraph, [391.0, 525.0, 163.0, 18.0], 258A1sbwJv, 6515823]
[paragraph, [225.0, 447.0, 161.0, 18.0], T2hEDi2vTo, 6515823]
[paragraph, [225.0, 465.0, 161.0, 18.0], T2hEDi2vTo, 6515823]
[sidebar, [223.0, 501.0, 163.0, 18.0], 6QmXNKZw6s, 6515823]
[sidebar, [223.0, 519.0, 163.0, 18.0], 6QmXNKZw6s, 6515823]
[sidebar, [223.0, 537.0, 163.0, 18.0], 6QmXNKZw6s, 6515823]
[sidebar, [223.0, 555.0, 163.0, 18.0], 6QmXNKZw6s, 6515823]
[sidebar, [223.0, 573.0, 163.0, 18.0], 6QmXNKZw6s, 6515823]
[sidebar, [223.0, 591.0, 163.0, 18.0], 6QmXNKZw6s, 6515823]
[sidebar, [223.0, 609.0, 163.0, 18.0], 6QmXNKZw6s, 6515823]
[sidebar, [223.0, 627.0, 163.0, 18.0], 6QmXNKZw6s, 6515823]
[sidebar, [223.0, 645.0, 163.0, 18.0], 6QmXNKZw6s, 6515823]
[paragraph, [52.0, 519.0, 167.0, 18.0], j4d8mtp6h8, 6515823]
[paragraph, [52.0, 537.0, 167.0, 18.0], j4d8mtp6h8, 6515823]
[paragraph, [52.0, 555.0, 167.0, 18.0], j4d8mtp6h8, 6515823]
[paragraph, [52.0, 573.0, 167.0, 18.0], j4d8mtp6h8, 6515823]
[paragraph, [52.0, 591.0, 167.0, 18.0], j4d8mtp6h8, 6515823]
[paragraph, [52.0, 609.0, 167.0, 18.0], j4d8mtp6h8, 6515823]
[paragraph, [52.0, 627.0, 167.0, 18.0], j4d8mtp6h8, 6515823]
[paragraph, [52.0, 645.0, 167.0, 18.0], j4d8mtp6h8, 6515823]
[paragraph, [52.0, 663.0, 167.0, 18.0], j4d8mtp6h8, 6515823]
[paragraph, [393.0, 555.0, 162.0, 18.0], c5thYQUTGo, 6515823]
[paragraph, [393.0, 573.0, 162.0, 18.0], c5thYQUTGo, 6515823]
[paragraph, [393.0, 591.0, 162.0, 18.0], c5thYQUTGo, 6515823]
[paragraph, [393.0, 609.0, 162.0, 18.0], c5thYQUTGo, 6515823]
[paragraph, [391.0, 626.0, 163.0, 18.0], 8DnbxyjnOx, 6515823]
[paragraph, [391.0, 644.0, 163.0, 18.0], 8DnbxyjnOx, 6515823]
[paragraph, [391.0, 662.0, 163.0, 18.0], 8DnbxyjnOx, 6515823]
[paragraph, [391.0, 680.0, 163.0, 18.0], 8DnbxyjnOx, 6515823]
[paragraph, [225.0, 686.0, 163.0, 18.0], bYrYUhnX6b, 6515823]
[paragraph, [225.0, 704.0, 163.0, 18.0], bYrYUhnX6b, 6515823]
[paragraph, [225.0, 722.0, 163.0, 18.0], bYrYUhnX6b, 6515823]
[paragraph, [55.0, 697.0, 164.0, 18.0], oicuPSN9oz, 6515823]
[paragraph, [55.0, 715.0, 164.0, 18.0], oicuPSN9oz, 6515823]
[paragraph, [390.0, 711.0, 163.0, 18.0], LeNTssexTE, 6515823]
[paragraph, [390.0, 729.0, 163.0, 18.0], LeNTssexTE, 6515823]
