[1238, 765]
[headline, [333.0, 103.0, 122.0, 25.5], X0gpEV24Bl, 5770169]
[paragraph, [98.0, 663.0, 275.0, 18.0], MK5bkqe_yS, 5770169]
[paragraph, [98.0, 681.0, 275.0, 18.0], MK5bkqe_yS, 5770169]
[paragraph, [98.0, 699.0, 275.0, 18.0], MK5bkqe_yS, 5770169]
[paragraph, [399.0, 670.0, 265.0, 18.0], 9jPSHnmueS, 5770169]
[paragraph, [399.0, 688.0, 265.0, 18.0], 9jPSHnmueS, 5770169]
[paragraph, [399.0, 706.0, 265.0, 18.0], 9jPSHnmueS, 5770169]
[paragraph, [399.0, 724.0, 265.0, 18.0], 9jPSHnmueS, 5770169]
[paragraph, [399.0, 742.0, 265.0, 18.0], 9jPSHnmueS, 5770169]
[paragraph, [101.0, 719.0, 274.0, 18.0], J3QHGrbZ97, 5770169]
[paragraph, [101.0, 737.0, 274.0, 18.0], J3QHGrbZ97, 5770169]
[paragraph, [101.0, 755.0, 274.0, 18.0], J3QHGrbZ97, 5770169]
[paragraph, [101.0, 773.0, 274.0, 18.0], J3QHGrbZ97, 5770169]
[paragraph, [101.0, 791.0, 274.0, 18.0], J3QHGrbZ97, 5770169]
[paragraph, [400.0, 764.0, 264.0, 18.0], WFpyU679WB, 5770169]
[paragraph, [400.0, 782.0, 264.0, 18.0], WFpyU679WB, 5770169]
[paragraph, [400.0, 800.0, 264.0, 18.0], WFpyU679WB, 5770169]
[paragraph, [400.0, 818.0, 264.0, 18.0], WFpyU679WB, 5770169]
[paragraph, [400.0, 836.0, 264.0, 18.0], WFpyU679WB, 5770169]
[paragraph, [99.0, 814.0, 277.0, 18.0], dHJZi_0e7p, 5770169]
[paragraph, [99.0, 832.0, 277.0, 18.0], dHJZi_0e7p, 5770169]
[paragraph, [99.0, 850.0, 277.0, 18.0], dHJZi_0e7p, 5770169]
[paragraph, [99.0, 868.0, 277.0, 18.0], dHJZi_0e7p, 5770169]
[paragraph, [99.0, 886.0, 277.0, 18.0], dHJZi_0e7p, 5770169]
[paragraph, [397.0, 854.0, 267.0, 18.0], v_CJmoOCyN, 5770169]
[paragraph, [397.0, 872.0, 267.0, 18.0], v_CJmoOCyN, 5770169]
[paragraph, [397.0, 890.0, 267.0, 18.0], v_CJmoOCyN, 5770169]
[paragraph, [397.0, 908.0, 267.0, 18.0], v_CJmoOCyN, 5770169]
[paragraph, [397.0, 926.0, 267.0, 18.0], v_CJmoOCyN, 5770169]
[paragraph, [97.0, 909.0, 275.0, 18.0], NzRxdPrgSs, 5770169]
[paragraph, [97.0, 927.0, 275.0, 18.0], NzRxdPrgSs, 5770169]
[paragraph, [97.0, 945.0, 275.0, 18.0], NzRxdPrgSs, 5770169]
[paragraph, [97.0, 963.0, 275.0, 18.0], NzRxdPrgSs, 5770169]
[paragraph, [97.0, 981.0, 275.0, 18.0], NzRxdPrgSs, 5770169]
[section-title, [398.0, 952.0, 168.0, 30.0], qe3YuhdaiJ, 5770169]
[ordered-list, [378.0, 978.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[ordered-list, [378.0, 996.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[ordered-list, [378.0, 1014.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[ordered-list, [378.0, 1032.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[ordered-list, [378.0, 1050.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[ordered-list, [378.0, 1068.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[ordered-list, [378.0, 1086.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[ordered-list, [378.0, 1104.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[ordered-list, [378.0, 1122.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[ordered-list, [378.0, 1140.0, 291.0, 18.0], ElTTyAG5nm, 5770169]
[paragraph, [101.0, 1004.0, 268.0, 18.0], vRfCUPIHT1, 5770169]
[paragraph, [101.0, 1022.0, 268.0, 18.0], vRfCUPIHT1, 5770169]
[paragraph, [101.0, 1040.0, 268.0, 18.0], vRfCUPIHT1, 5770169]
[paragraph, [101.0, 1058.0, 268.0, 18.0], vRfCUPIHT1, 5770169]
[paragraph, [101.0, 1076.0, 268.0, 18.0], vRfCUPIHT1, 5770169]
[paragraph, [101.0, 1098.0, 267.0, 18.0], UfVi0geQ6V, 5770169]
[paragraph, [101.0, 1116.0, 267.0, 18.0], UfVi0geQ6V, 5770169]
[paragraph, [101.0, 1134.0, 267.0, 18.0], UfVi0geQ6V, 5770169]
