[6000, 4167]
[folio, [1175.0, 614.0, 1768.0, 52.5], pkHyR_dr64, 5721797]
[paragraph, [561.0, 3399.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3452.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3504.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3557.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3609.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3662.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3714.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3767.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3819.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3872.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3924.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 3977.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4029.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4082.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4134.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4187.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4239.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4292.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4344.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4397.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4449.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4502.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4554.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4607.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4659.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4712.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4764.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4817.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4869.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4922.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 4974.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 5027.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 5079.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 5132.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 5184.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 5237.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 5289.5, 3058.0, 52.5], -kQnGRcjCb, 5721797]
[paragraph, [561.0, 5342.0, 3058.0, 52.5], -kQnGRcjCb, 5721797]
