[1267, 753]
[folio, [332.0, 72.0, 101.0, 18.0], N1MvAE7tTO, 5699315]
[paragraph, [77.0, 675.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 693.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 711.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 729.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 747.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 765.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 783.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 801.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 819.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 837.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 855.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [77.0, 873.0, 599.0, 18.0], shoonya_0s4D5L388OMIMK, 5699315]
[paragraph, [75.0, 910.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 928.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 946.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 964.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 982.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1000.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1018.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1036.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1054.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1072.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1090.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1108.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1126.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1144.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
[paragraph, [75.0, 1162.0, 601.0, 18.0], 3Qu6Rudx3F, 5699315]
