[1447, 1063]
[folio, [403.0, 48.0, 227.0, 18.0], 6LRZLLIQip, 5762557]
[paragraph, [86.0, 891.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 909.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 927.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 945.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 963.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 981.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 999.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 1017.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 1035.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 1053.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 1071.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 1089.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [86.0, 1107.0, 441.0, 18.0], shoonya_2s8UQ7BXTAF7SX, 5762557]
[paragraph, [528.0, 717.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 735.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 753.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 771.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 789.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 807.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 825.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 843.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 861.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 879.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 897.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 915.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 933.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 951.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 969.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 987.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1005.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1023.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1041.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1059.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1077.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1095.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1113.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1131.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1149.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1167.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1185.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1203.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [528.0, 1221.0, 440.0, 18.0], shoonya_3s169TXYTUZ6AR, 5762557]
[paragraph, [88.0, 1130.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1148.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1166.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1184.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1202.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1220.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1238.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1256.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1274.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1292.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1310.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [88.0, 1328.0, 438.0, 18.0], G1hnEgX1j1, 5762557]
[paragraph, [528.0, 1252.0, 441.0, 18.0], shoonya_4sDK5FIESIJKPA, 5762557]
[paragraph, [528.0, 1270.0, 441.0, 18.0], shoonya_4sDK5FIESIJKPA, 5762557]
[paragraph, [528.0, 1288.0, 441.0, 18.0], shoonya_4sDK5FIESIJKPA, 5762557]
[paragraph, [528.0, 1306.0, 441.0, 18.0], shoonya_4sDK5FIESIJKPA, 5762557]
[paragraph, [528.0, 1324.0, 441.0, 18.0], shoonya_4sDK5FIESIJKPA, 5762557]
