[2339, 1654]
[folio, [122.0, 62.0, 366.0, 36.0], 3Wem7eMM4c, 5750585]
[paragraph, [141.0, 1823.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 1859.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 1895.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 1931.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 1967.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 2003.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 2039.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 2075.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 2111.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 2147.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 2183.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
[paragraph, [141.0, 2219.0, 1453.0, 36.0], shoonya_0sLUCE5N22XUCI, 5750585]
