[1755, 1241]
[paragraph, [210.0, 110.0, 893.0, 36.0], c7bex2vkez, 5709449]
[ordered-list, [131.0, 1096.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1132.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1168.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1204.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1240.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1276.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1312.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1348.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1384.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1420.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1456.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1492.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1528.0, 975.0, 36.0], LTThS3T18s, 5709449]
[ordered-list, [131.0, 1564.0, 975.0, 36.0], LTThS3T18s, 5709449]
[sub-unordered-list, [206.0, 395.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 413.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 431.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 449.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 467.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 485.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 503.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 521.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 539.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 557.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 575.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 593.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 611.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 629.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 647.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 665.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 683.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 701.0, 899.0, 18.0], vo162cKEIY, 5709449]
[sub-unordered-list, [206.0, 719.0, 899.0, 18.0], vo162cKEIY, 5709449]
[subsub-ordered-list, [248.0, 553.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 571.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 589.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 607.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 625.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 643.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 661.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 679.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 697.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 715.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[subsub-ordered-list, [248.0, 733.0, 856.0, 18.0], ndybwrcRLs, 5709449]
[sub-unordered-list, [218.0, 836.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 854.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 872.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 890.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 908.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 926.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 944.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 962.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 980.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 998.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1016.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1034.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1052.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1070.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1088.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1106.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1124.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1142.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1160.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1178.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1196.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1214.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1232.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1250.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1268.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1286.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1304.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1322.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1340.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1358.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1376.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1394.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1412.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1430.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1448.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1466.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1484.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1502.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1520.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1538.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1556.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1574.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
[sub-unordered-list, [218.0, 1592.0, 879.0, 18.0], shoonya_0sYIOD6JACJWLF, 5709449]
