[1275, 1650]
[unordered-list, [39.0, 94.0, 475.0, 18.0], ae08bEin4Q, 6473914]
[contact-info, [582.0, 1146.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[contact-info, [582.0, 1164.0, 479.0, 18.0], cStjwRsm2n, 6473914]
[section-title, [35.0, 1038.0, 273.0, 30.0], DZLwxNx6nD, 6473914]
[unordered-list, [35.0, 1075.0, 479.0, 18.0], c_JIwqzWe-, 6473914]
[unordered-list, [35.0, 1093.0, 479.0, 18.0], c_JIwqzWe-, 6473914]
[unordered-list, [35.0, 1111.0, 479.0, 18.0], c_JIwqzWe-, 6473914]
[unordered-list, [35.0, 1129.0, 479.0, 18.0], c_JIwqzWe-, 6473914]
[unordered-list, [35.0, 1147.0, 479.0, 18.0], c_JIwqzWe-, 6473914]
[unordered-list, [35.0, 1165.0, 479.0, 18.0], c_JIwqzWe-, 6473914]
[website-link, [658.0, 1155.0, 328.0, 18.0], 8sGjmhyjbB, 6473914]
[website-link, [658.0, 1173.0, 328.0, 18.0], 8sGjmhyjbB, 6473914]
