[681, 511]
[folio, [60.0, 30.0, 126.0, 18.0], Phgaxkjewa, 5761708]
[paragraph, [256.0, 323.0, 219.0, 18.0], LmVmurmwJU, 5761708]
[paragraph, [256.0, 341.0, 219.0, 18.0], LmVmurmwJU, 5761708]
[paragraph, [256.0, 359.0, 219.0, 18.0], LmVmurmwJU, 5761708]
[paragraph, [256.0, 377.0, 219.0, 18.0], LmVmurmwJU, 5761708]
[paragraph, [256.0, 395.0, 219.0, 18.0], LmVmurmwJU, 5761708]
[paragraph, [256.0, 413.0, 219.0, 18.0], LmVmurmwJU, 5761708]
[paragraph, [256.0, 431.0, 219.0, 18.0], LmVmurmwJU, 5761708]
[paragraph, [256.0, 449.0, 219.0, 18.0], LmVmurmwJU, 5761708]
[paragraph, [256.0, 467.0, 219.0, 18.0], LmVmurmwJU, 5761708]
[paragraph, [32.0, 419.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [32.0, 437.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [32.0, 455.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [32.0, 473.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [32.0, 491.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [32.0, 509.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [32.0, 527.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [32.0, 545.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [32.0, 563.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [32.0, 581.0, 216.0, 18.0], shoonya_6sXTKGXNTB1PE7, 5761708]
[paragraph, [259.0, 489.0, 217.0, 18.0], shoonya_3sWUUZ4DAM288L, 5761708]
[paragraph, [259.0, 507.0, 217.0, 18.0], shoonya_3sWUUZ4DAM288L, 5761708]
[paragraph, [259.0, 525.0, 217.0, 18.0], shoonya_3sWUUZ4DAM288L, 5761708]
[paragraph, [259.0, 543.0, 217.0, 18.0], shoonya_3sWUUZ4DAM288L, 5761708]
[paragraph, [259.0, 561.0, 217.0, 18.0], shoonya_3sWUUZ4DAM288L, 5761708]
[paragraph, [259.0, 579.0, 217.0, 18.0], shoonya_3sWUUZ4DAM288L, 5761708]
[paragraph, [259.0, 597.0, 217.0, 18.0], shoonya_3sWUUZ4DAM288L, 5761708]
[paragraph, [259.0, 615.0, 217.0, 18.0], shoonya_3sWUUZ4DAM288L, 5761708]
[paragraph, [32.0, 611.0, 219.0, 18.0], YW5QTtRX0J, 5761708]
