[922, 2529]
[section-title, [97.0, 66.0, 670.0, 30.0], Y0qwJHK02F, 5726434]
[unordered-list, [498.0, 398.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 416.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 434.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 452.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 470.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 488.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 506.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 524.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 542.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 560.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 578.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 596.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 614.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [498.0, 632.0, 693.0, 18.0], shoonya_0s80D778MBTAZR, 5726434]
[unordered-list, [1313.0, 430.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[unordered-list, [1313.0, 448.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[unordered-list, [1313.0, 466.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[unordered-list, [1313.0, 484.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[unordered-list, [1313.0, 502.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[unordered-list, [1313.0, 520.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[unordered-list, [1313.0, 538.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[unordered-list, [1313.0, 556.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[unordered-list, [1313.0, 574.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[unordered-list, [1313.0, 592.0, 668.0, 18.0], shoonya_2sOZMYILSN6D85, 5726434]
[subsub-section-title, [1637.0, 640.0, 221.0, 15.0], 8XNrUEtFIq, 5726434]
[subsub-section-title, [1637.0, 655.0, 221.0, 15.0], 8XNrUEtFIq, 5726434]
[subsub-section-title, [95.0, 644.0, 259.0, 15.0], shoonya_8sQ8WW401EVWKU, 5726434]
[unordered-list, [64.0, 679.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [64.0, 697.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [64.0, 715.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [64.0, 733.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [64.0, 751.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [64.0, 769.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [64.0, 787.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [64.0, 805.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [64.0, 823.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [64.0, 841.0, 868.0, 18.0], shoonya_5sIWGREWZI3F57, 5726434]
[unordered-list, [1628.0, 685.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
[unordered-list, [1628.0, 703.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
[unordered-list, [1628.0, 721.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
[unordered-list, [1628.0, 739.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
[unordered-list, [1628.0, 757.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
[unordered-list, [1628.0, 775.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
[unordered-list, [1628.0, 793.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
[unordered-list, [1628.0, 811.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
[unordered-list, [1628.0, 829.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
[unordered-list, [1628.0, 847.0, 838.0, 18.0], shoonya_1sOM3DYFSKLF6D, 5726434]
