[2180, 1639]
[paragraph, [788.0, 148.0, 743.0, 36.0], shoonya_3sKOOU5R48BT58, 5653789]
[paragraph, [788.0, 1718.0, 776.0, 36.0], shoonya_7sZ7UQP9XHJIUC, 5653789]
[paragraph, [788.0, 1754.0, 776.0, 36.0], shoonya_7sZ7UQP9XHJIUC, 5653789]
[paragraph, [788.0, 1790.0, 776.0, 36.0], shoonya_7sZ7UQP9XHJIUC, 5653789]
[paragraph, [788.0, 1826.0, 776.0, 36.0], shoonya_7sZ7UQP9XHJIUC, 5653789]
[paragraph, [788.0, 1862.0, 776.0, 36.0], shoonya_7sZ7UQP9XHJIUC, 5653789]
[paragraph, [788.0, 1898.0, 776.0, 36.0], shoonya_7sZ7UQP9XHJIUC, 5653789]
[paragraph, [788.0, 1934.0, 776.0, 36.0], shoonya_7sZ7UQP9XHJIUC, 5653789]
[paragraph, [788.0, 1970.0, 776.0, 36.0], shoonya_7sZ7UQP9XHJIUC, 5653789]
[paragraph, [788.0, 2006.0, 776.0, 36.0], shoonya_7sZ7UQP9XHJIUC, 5653789]
[folio, [482.0, 2112.0, 716.0, 36.0], 32NZk4IQHq, 5653789]
