[1625, 1211]
[paragraph, [431.0, 93.0, 344.0, 36.0], shoonya_12sAJROZM2TOLI, 5742783]
[paragraph, [790.0, 845.0, 340.0, 36.0], shoonya_0sYDDSDJOTLTYQ, 5742783]
[paragraph, [790.0, 881.0, 340.0, 36.0], shoonya_0sYDDSDJOTLTYQ, 5742783]
[paragraph, [790.0, 917.0, 340.0, 36.0], shoonya_0sYDDSDJOTLTYQ, 5742783]
[paragraph, [790.0, 953.0, 340.0, 36.0], shoonya_0sYDDSDJOTLTYQ, 5742783]
[paragraph, [434.0, 987.0, 336.0, 36.0], 1PSNAZvOKS, 5742783]
[paragraph, [434.0, 1023.0, 336.0, 36.0], 1PSNAZvOKS, 5742783]
[paragraph, [799.0, 1005.0, 347.0, 36.0], shoonya_3sB23WUQIF4CNF, 5742783]
[paragraph, [799.0, 1041.0, 347.0, 36.0], shoonya_3sB23WUQIF4CNF, 5742783]
[paragraph, [799.0, 1077.0, 347.0, 36.0], shoonya_3sB23WUQIF4CNF, 5742783]
[paragraph, [799.0, 1113.0, 347.0, 36.0], shoonya_3sB23WUQIF4CNF, 5742783]
[paragraph, [799.0, 1149.0, 347.0, 36.0], shoonya_3sB23WUQIF4CNF, 5742783]
[paragraph, [799.0, 1185.0, 347.0, 36.0], shoonya_3sB23WUQIF4CNF, 5742783]
[paragraph, [799.0, 1221.0, 347.0, 36.0], shoonya_3sB23WUQIF4CNF, 5742783]
[paragraph, [799.0, 1257.0, 347.0, 36.0], shoonya_3sB23WUQIF4CNF, 5742783]
[paragraph, [799.0, 1293.0, 347.0, 36.0], shoonya_3sB23WUQIF4CNF, 5742783]
[paragraph, [436.0, 1090.0, 345.0, 36.0], shoonya_7sVCFGG499WTH1, 5742783]
[paragraph, [436.0, 1126.0, 345.0, 36.0], shoonya_7sVCFGG499WTH1, 5742783]
[paragraph, [436.0, 1162.0, 345.0, 36.0], shoonya_7sVCFGG499WTH1, 5742783]
[paragraph, [436.0, 1198.0, 345.0, 36.0], shoonya_7sVCFGG499WTH1, 5742783]
[paragraph, [436.0, 1234.0, 345.0, 36.0], shoonya_7sVCFGG499WTH1, 5742783]
[paragraph, [436.0, 1270.0, 345.0, 36.0], shoonya_7sVCFGG499WTH1, 5742783]
[paragraph, [436.0, 1306.0, 345.0, 36.0], shoonya_7sVCFGG499WTH1, 5742783]
[paragraph, [436.0, 1342.0, 345.0, 36.0], shoonya_7sVCFGG499WTH1, 5742783]
[paragraph, [77.0, 1154.0, 340.0, 36.0], BMsoIE9qcc, 5742783]
[paragraph, [76.0, 1229.0, 344.0, 36.0], shoonya_10sXI3V3BFE9HK, 5742783]
[paragraph, [76.0, 1265.0, 344.0, 36.0], shoonya_10sXI3V3BFE9HK, 5742783]
[paragraph, [76.0, 1301.0, 344.0, 36.0], shoonya_10sXI3V3BFE9HK, 5742783]
[paragraph, [76.0, 1337.0, 344.0, 36.0], shoonya_10sXI3V3BFE9HK, 5742783]
[paragraph, [76.0, 1373.0, 344.0, 36.0], shoonya_10sXI3V3BFE9HK, 5742783]
[paragraph, [76.0, 1409.0, 344.0, 36.0], shoonya_10sXI3V3BFE9HK, 5742783]
[paragraph, [76.0, 1445.0, 344.0, 36.0], shoonya_10sXI3V3BFE9HK, 5742783]
[paragraph, [797.0, 1370.0, 346.0, 36.0], _oBsy0UsT1, 5742783]
[paragraph, [797.0, 1406.0, 346.0, 36.0], _oBsy0UsT1, 5742783]
[paragraph, [797.0, 1442.0, 346.0, 36.0], _oBsy0UsT1, 5742783]
[paragraph, [440.0, 1411.0, 339.0, 36.0], R6VcYro6zh, 5742783]
[folio, [544.0, 1491.0, 92.0, 36.0], z7Do6523qj, 5742783]
[footnote, [752.0, 1579.0, 373.0, 36.0], V5cNFr-B7U, 5742783]
