[872, 605]
[section-title, [273.0, 35.0, 73.0, 30.0], 5SkIBDesyj, 6457381]
[paragraph, [36.0, 570.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 588.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 606.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 624.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 642.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 660.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 678.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 696.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 714.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 732.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [36.0, 750.0, 265.0, 18.0], vWoaNOVUXd, 6457381]
[paragraph, [302.0, 421.0, 263.0, 18.0], nfP9rGHpb7, 6457381]
[paragraph, [302.0, 437.0, 254.0, 18.0], NEzja4UtWj, 6457381]
[paragraph, [302.0, 455.0, 254.0, 18.0], NEzja4UtWj, 6457381]
[paragraph, [303.0, 473.0, 241.0, 18.0], mcBjoqOak_, 6457381]
[paragraph, [303.0, 488.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 506.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 524.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 542.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 560.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 578.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 596.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 614.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 632.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 650.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 668.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 686.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[paragraph, [303.0, 704.0, 266.0, 18.0], B0URHTOiB1, 6457381]
[reference, [306.0, 735.0, 263.0, 18.0], Lcq__MibXD, 6457381]
[reference, [306.0, 753.0, 263.0, 18.0], Lcq__MibXD, 6457381]
[reference, [306.0, 771.0, 263.0, 18.0], Lcq__MibXD, 6457381]
[reference, [306.0, 789.0, 263.0, 18.0], Lcq__MibXD, 6457381]
[reference, [306.0, 807.0, 263.0, 18.0], Lcq__MibXD, 6457381]
[reference, [36.0, 768.0, 269.0, 18.0], ZKYFJPYRWH, 6457381]
[reference, [36.0, 786.0, 269.0, 18.0], ZKYFJPYRWH, 6457381]
[reference, [36.0, 804.0, 269.0, 18.0], ZKYFJPYRWH, 6457381]
