[1518, 1075]
[section-title, [354.0, 59.0, 366.0, 49.5], shoonya_4sV3C3EQR1GEZ1, 5721999]
[paragraph, [534.0, 845.0, 429.0, 36.0], shoonya_2sVDFVX73XEUIV, 5721999]
[paragraph, [534.0, 881.0, 429.0, 36.0], shoonya_2sVDFVX73XEUIV, 5721999]
[paragraph, [531.0, 943.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 979.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 1015.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 1051.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 1087.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 1123.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 1159.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 1195.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 1231.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 1267.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [531.0, 1303.0, 432.0, 36.0], lq3LDA5xMH, 5721999]
[paragraph, [90.0, 1025.0, 426.0, 36.0], shoonya_1sM5G31KCK0CZW, 5721999]
[paragraph, [90.0, 1061.0, 426.0, 36.0], shoonya_1sM5G31KCK0CZW, 5721999]
[paragraph, [90.0, 1097.0, 426.0, 36.0], shoonya_1sM5G31KCK0CZW, 5721999]
[paragraph, [90.0, 1133.0, 426.0, 36.0], shoonya_1sM5G31KCK0CZW, 5721999]
[paragraph, [90.0, 1169.0, 426.0, 36.0], shoonya_1sM5G31KCK0CZW, 5721999]
[paragraph, [90.0, 1205.0, 426.0, 36.0], shoonya_1sM5G31KCK0CZW, 5721999]
[paragraph, [90.0, 1241.0, 426.0, 36.0], shoonya_1sM5G31KCK0CZW, 5721999]
[paragraph, [90.0, 1277.0, 426.0, 36.0], shoonya_1sM5G31KCK0CZW, 5721999]
[folio, [644.0, 1391.0, 240.0, 36.0], shoonya_5sDCQOD0USUWR8, 5721999]
