[2067, 1567]
[paragraph, [790.0, 254.0, 582.0, 36.0], shoonya_2sQSLDPAT6OXSX, 5736180]
[paragraph, [193.0, 1353.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1389.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1425.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1461.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1497.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1533.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1569.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1605.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1641.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1677.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1713.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [193.0, 1749.0, 580.0, 36.0], shoonya_1sECARVOEJJM1D, 5736180]
[paragraph, [793.0, 1452.0, 581.0, 36.0], shoonya_4sE7O7T8MNJJLR, 5736180]
[paragraph, [793.0, 1488.0, 581.0, 36.0], shoonya_4sE7O7T8MNJJLR, 5736180]
[paragraph, [793.0, 1524.0, 581.0, 36.0], shoonya_4sE7O7T8MNJJLR, 5736180]
[paragraph, [793.0, 1560.0, 581.0, 36.0], shoonya_4sE7O7T8MNJJLR, 5736180]
[paragraph, [793.0, 1596.0, 581.0, 36.0], shoonya_4sE7O7T8MNJJLR, 5736180]
[paragraph, [793.0, 1632.0, 581.0, 36.0], shoonya_4sE7O7T8MNJJLR, 5736180]
[paragraph, [793.0, 1668.0, 581.0, 36.0], shoonya_4sE7O7T8MNJJLR, 5736180]
[paragraph, [793.0, 1704.0, 581.0, 36.0], shoonya_4sE7O7T8MNJJLR, 5736180]
[paragraph, [793.0, 1740.0, 581.0, 36.0], shoonya_4sE7O7T8MNJJLR, 5736180]
[folio, [1146.0, 1822.0, 224.0, 36.0], 6REFddNcUH, 5736180]
