[2339, 1653]
[paragraph, [322.0, 149.0, 1136.0, 36.0], shoonya_1sFI3E0A2AKS3L, 5733826]
[paragraph, [323.0, 1391.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1427.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1463.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1499.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1535.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1571.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1607.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1643.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1679.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1715.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1751.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1787.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1823.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1859.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1895.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1931.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 1967.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [323.0, 2003.0, 1142.0, 36.0], shoonya_0sUVJ4BVHKNLG5, 5733826]
[paragraph, [373.0, 2053.0, 1089.0, 36.0], shoonya_3s9RSI41JBWNXO, 5733826]
[folio, [817.0, 2149.0, 575.0, 36.0], m8vjIlnhmh, 5733826]
[folio, [817.0, 2185.0, 575.0, 36.0], m8vjIlnhmh, 5733826]
