[794, 624]
[paragraph, [32.0, 45.0, 183.0, 18.0], shoonya_2sL5NYZ61TF8PN, 5712276]
[paragraph, [219.0, 388.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 406.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 424.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 442.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 460.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 478.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 496.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 514.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 532.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 550.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 568.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 586.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 604.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 622.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 640.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 658.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 676.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 694.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [219.0, 712.0, 184.0, 18.0], shoonya_4s0ENMXRXSPULA, 5712276]
[paragraph, [405.0, 227.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 245.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 263.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 281.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 299.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 317.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 335.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 353.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 371.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 389.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 407.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 425.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 443.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 461.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 479.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 497.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [405.0, 515.0, 183.0, 18.0], shoonya_0sA53S3IS8K9W0, 5712276]
[paragraph, [36.0, 529.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 547.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 565.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 583.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 601.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 619.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 637.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 655.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 673.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 691.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [36.0, 709.0, 181.0, 18.0], shoonya_3sTSM3D18DM3LE, 5712276]
[paragraph, [402.0, 547.0, 188.0, 18.0], M3GtEbhIny, 5712276]
[paragraph, [402.0, 565.0, 188.0, 18.0], M3GtEbhIny, 5712276]
[paragraph, [402.0, 583.0, 188.0, 18.0], M3GtEbhIny, 5712276]
[paragraph, [402.0, 601.0, 188.0, 18.0], M3GtEbhIny, 5712276]
[paragraph, [402.0, 619.0, 188.0, 18.0], M3GtEbhIny, 5712276]
[paragraph, [405.0, 655.0, 182.0, 18.0], 9zb62h_VUQ, 5712276]
[paragraph, [405.0, 673.0, 182.0, 18.0], 9zb62h_VUQ, 5712276]
[author, [473.0, 705.0, 54.0, 18.0], _FnVL8n3PF, 5712276]
