[842, 596]
[paragraph, [118.0, 60.0, 402.0, 18.0], nIxFK_8WoH, 5658183]
[sub-ordered-list, [59.0, 512.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 530.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 548.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 566.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 584.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 602.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 620.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 638.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 656.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 674.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 692.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 710.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[sub-ordered-list, [59.0, 728.0, 473.0, 18.0], USzW0YvqGa, 5658183]
[subsub-ordered-list, [64.0, 462.0, 464.0, 18.0], AfPW8R2O6C, 5658183]
[subsub-ordered-list, [64.0, 480.0, 464.0, 18.0], AfPW8R2O6C, 5658183]
[subsub-ordered-list, [64.0, 498.0, 464.0, 18.0], AfPW8R2O6C, 5658183]
[subsub-ordered-list, [64.0, 516.0, 464.0, 18.0], AfPW8R2O6C, 5658183]
[subsub-ordered-list, [64.0, 534.0, 464.0, 18.0], AfPW8R2O6C, 5658183]
[subsub-ordered-list, [64.0, 552.0, 464.0, 18.0], AfPW8R2O6C, 5658183]
[subsub-ordered-list, [64.0, 570.0, 464.0, 18.0], AfPW8R2O6C, 5658183]
[subsub-ordered-list, [59.0, 608.0, 466.0, 18.0], TQQ3zZufbV, 5658183]
[subsub-ordered-list, [59.0, 626.0, 466.0, 18.0], TQQ3zZufbV, 5658183]
[footnote, [76.0, 778.0, 465.0, 18.0], shoonya_2s9N4Z70QS4ZAC, 5658183]
