[2278, 1778]
[folio, [95.0, 46.0, 289.0, 36.0], rE1CAgpHOp, 5755135]
[placeholder-text, [819.0, 2029.0, 140.0, 18.0], ww6xIdhgJ_, 5755135]
[placeholder-text, [1267.0, 1957.0, 140.0, 18.0], 3u-cLzok20, 5755135]
[placeholder-text, [1267.0, 1975.0, 140.0, 18.0], 3u-cLzok20, 5755135]
[placeholder-text, [1267.0, 1993.0, 140.0, 18.0], 3u-cLzok20, 5755135]
[placeholder-text, [1267.0, 2011.0, 140.0, 18.0], 3u-cLzok20, 5755135]
[placeholder-text, [1267.0, 2029.0, 140.0, 18.0], 3u-cLzok20, 5755135]
[paragraph, [1412.0, 1963.0, 202.0, 36.0], zfnLecap6U, 5755135]
[paragraph, [1412.0, 1999.0, 202.0, 36.0], zfnLecap6U, 5755135]
[paragraph, [980.0, 1965.0, 176.0, 36.0], zcr9hfTnEn, 5755135]
[paragraph, [980.0, 2001.0, 176.0, 36.0], zcr9hfTnEn, 5755135]
