[792, 612]
[author, [181.0, 198.0, 182.0, 18.0], ccDiFNX8EC, 6514831]
[paragraph, [410.0, 398.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 416.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 434.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 452.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 470.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 488.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 506.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 524.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 542.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 560.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 578.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 596.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 614.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 632.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 650.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [410.0, 668.0, 151.0, 18.0], A09gK51wIQ, 6514831]
[paragraph, [48.0, 475.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 493.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 511.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 529.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 547.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 565.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 583.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 601.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 619.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 637.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 655.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
[paragraph, [48.0, 673.0, 152.0, 18.0], mAnCx9J-Rm, 6514831]
